报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),185847,129951,58790,178744,142063,85820,37016,158073,139078,89744,43359,156803,113530,70388,30837,137851,92961,54457,22369,112440,69052,39656,18627,77340,54172,31026,13756,65091,53173,23886,45952,40603,27405,
营业收入(万元),185847,129951,58790,178744,142063,85820,37016,158073,139078,89744,43359,156803,113530,70388,30837,137851,92961,54457,22369,112440,69052,39656,18627,77340,54172,31026,13756,65091,53173,23886,45952,40603,27405,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),179537,123498,55472,176275,138019,84798,35906,149726,132567,86106,41919,149309,107634,66563,29554,130819,87705,51524,21468,105014,63390,36507,17608,70815,49353,28060,12667,58436,47682,21678,41679,36851,24536,
营业成本(万元),159587,109653,49163,151729,121453,72962,31560,131775,120833,78288,38716,135726,98597,60570,26696,120430,80554,46897,19436,96470,58187,33033,15757,63827,44654,25151,11313,53131,43703,20044,38350,33722,22676,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1056,750,316,1109,715,491,135,791,233,157,49,308,180,103,47,217,117,72,28,244,145,85,29,229,117,66,22,174,108,40,101,119,72,
销售费用(万元),3593,2380,913,5754,3898,2661,960,4788,3137,2103,701,3804,2443,1698,732,3046,2019,1086,509,2571,1305,711,370,1301,884,454,253,972,647,251,668,551,394,
管理费用(万元),9491,6527,3249,9323,6132,4086,2077,7526,5322,3537,1590,5120,3644,2438,1116,4047,3035,1951,940,3322,2610,1659,850,2978,1996,1353,532,2048,1858,714,1567,1204,888,
财务费用(万元),5770,4150,1983,7463,5361,3864,1292,4143,2945,1920,943,3584,2648,1637,906,2930,1834,1417,604,2164,1128,1020,604,2326,1714,1043,547,2105,1362,595,1132,1143,638,
资产减值损失(万元),41,38,-151,896,460,732,-117,703,97,101,-81,767,121,117,57,150,145,101,-50,243,16,-1,-2,154,-12,-12,--,5,4,34,-138,112,-133,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),55,49,9,181,61,52,52,927,23,23,--,123,103,103,103,164,164,164,164,130,130,130,130,85,--,85,85,11,12,12,38,26,21,
对联营企业和合营企业的投资收益(万元),32,25,9,124,4,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6595,6624,3359,2831,4105,1074,1162,9273,6533,3660,1441,7617,6000,3927,1385,7195,5420,3097,1065,7557,5792,3279,1150,6610,4904,3051,1174,6666,5502,2220,4310,3778,2890,
营业外收入(万元),145,42,50,438,419,356,136,204,132,74,30,251,362,240,204,159,135,100,25,144,70,66,41,331,191,189,37,42,257,251,403,135,8,
营业外支出(万元),14,14,2,56,28,21,0,153,111,102,2,8,7,7,2,16,15,15,11,24,--,--,--,0,--,--,--,0,21,1,6,20,--,
非流动资产处置损失(万元),--,--,--,--,6,--,--,--,--,--,--,--,--,--,--,6,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
利润总额(万元),6726,6652,3407,3212,4496,1409,1298,9324,6554,3632,1468,7860,6354,4160,1588,7339,5540,3181,1079,7677,5862,3346,1191,6941,5096,3240,1211,6708,5738,2470,4707,3893,2898,
所得税费用(万元),1822,1304,753,1195,1095,649,346,1450,1212,696,261,1352,1052,727,279,1238,949,525,158,1267,920,491,161,1152,825,518,189,1098,863,372,654,892,418,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4904,5347,2654,2018,3400,760,952,7874,5342,2936,1207,6508,5302,3433,1309,6101,4591,2656,921,6410,4942,2855,1029,5789,4270,2721,1021,5610,4876,2098,4054,3000,2480,
归属于母公司所有者的净利润(万元),2513,3504,1686,2508,3533,984,981,7744,5373,2983,1237,6324,5103,3295,1241,5878,4401,2572,894,6187,4792,2780,1026,5615,4146,2643,963,5371,4709,2049,3922,2850,2311,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),2392,1844,968,-491,-132,-224,-29,130,-31,-46,-30,184,199,137,67,223,190,84,27,223,150,74,3,174,124,78,58,239,167,48,132,150,169,
基本每股收益,0.02,0.03,0.02,0.02,0.03,0.01,0.01,0.08,0.06,0.08,0.03,0.2,0.16,0.1,0.04,0.18,0.14,0.08,0.06,0.39,0.3,0.17,0.13,0.78,0.6,0.42,0.16,0.9,0.78,0.34,0.68,0.52,0.52,
稀释每股收益,0.02,0.03,0.02,0.02,0.03,0.01,0.01,0.08,0.06,0.08,0.03,0.2,0.16,0.1,0.04,0.18,0.14,0.08,0.06,0.39,0.3,0.17,0.13,0.78,0.6,0.42,0.16,0.9,0.78,0.34,0.68,0.52,0.52,
