报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
研发费用(万元),25623,17034,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
营业税金及附加(万元),2052,1501,1077,384,1677,996,702,238,1242,617,415,267,886,649,431,264,799,545,316,130,651,434,249,94,598,490,322,162,517,419,224,112,157,102,68,23,124,90,48,61,53,51,23,
销售费用(万元),23456,14404,10696,4521,25055,15948,11110,5323,19253,13233,8990,3947,14179,10148,6676,3023,13798,9536,6057,2808,12564,8442,5111,2057,10332,6977,4490,1841,8698,4496,2702,1109,4918,3560,2185,970,3227,2365,1447,2435,1817,1899,1213,
管理费用(万元),17445,12490,19284,8996,39391,26321,18149,8109,30247,20041,13120,6071,22817,15736,10158,4932,20560,15282,9755,4873,19444,13421,7999,3620,16919,11618,7547,3193,13513,7645,4349,2175,6460,3781,2362,1050,3382,2438,1391,1982,1354,1405,789,
财务费用(万元),387,-661,-265,714,388,148,-120,-149,-953,-593,-390,-98,-1470,-1431,-881,-446,-853,-622,-414,-110,-1421,-1142,-722,-364,-1566,-1254,-852,-418,-1258,-1010,-710,-416,-1508,-1152,-741,-313,0,15,10,108,105,23,-0,
资产减值损失(万元),5473,865,753,200,3109,991,623,95,2128,363,263,107,991,290,242,128,446,348,278,171,321,323,329,36,445,547,406,80,299,341,201,122,210,237,180,105,224,175,112,180,157,15,40,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
投资收益(万元),3340,3202,-234,--,3800,4124,3533,514,1824,1914,1213,609,2440,1824,1257,683,2783,2052,1295,725,829,108,--,--,225,37,0,--,482,153,103,4,38,23,10,0,0,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),-233,-234,-234,--,-108,--,--,--,25,--,--,--,-209,--,--,--,6,--,--,--,183,--,--,--,228,--,0,--,162,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
营业利润(万元),21528,18777,9991,1884,22369,16984,8110,-417,2224,4084,1434,-316,11283,8882,5115,1682,13089,11459,6755,1693,8749,7171,4027,691,4125,4008,2035,1271,6434,9102,5513,1985,10772,8238,4703,1603,6585,4522,2393,4456,3433,3462,1991,
营业外收入(万元),1209,267,136,157,358,1898,1545,837,5074,3376,2069,900,5259,3025,2128,815,4951,2996,1709,605,4197,2300,1433,715,4494,2352,2126,297,2438,1094,886,116,2402,1061,338,150,2500,759,381,271,44,39,89,
营业外支出(万元),1736,35,6,5,62,294,281,7,115,85,46,40,53,34,14,6,58,31,9,2,73,38,18,2,211,200,183,181,64,38,2,1,17,5,3,3,11,10,6,62,53,1,0,
非流动资产处置损失(万元),--,--,--,--,--,263,262,4,46,36,16,16,32,19,3,0,44,8,2,2,42,2,0,0,15,5,2,2,59,37,2,1,5,5,3,3,10,9,6,10,1,0,0,
利润总额(万元),21000,19008,10121,2036,22665,18588,9374,412,7183,7374,3457,544,16489,11873,7229,2491,17982,14423,8455,2296,12873,9433,5442,1404,8408,6160,3978,1387,8808,10158,6397,2101,13156,9294,5038,1749,9073,5272,2767,4665,3424,3500,2080,
所得税费用(万元),3212,2770,1797,286,1436,2103,1170,153,680,823,461,169,1436,1006,654,371,1982,1561,902,360,1283,930,496,161,876,631,519,322,1370,1314,923,309,1624,1230,705,224,905,659,345,594,293,256,140,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
净利润(万元),17788,16238,8324,1749,21228,16485,8204,259,6504,6551,2996,375,15053,10867,6575,2120,16000,12862,7553,1936,11590,8503,4946,1243,7532,5529,3459,1065,7438,8844,5474,1792,11532,8063,4332,1525,8168,4613,2423,4071,3131,3244,1939,
归属于母公司所有者的净利润(万元),22418,18636,9627,2470,22585,17738,9092,838,6807,5906,2774,434,14888,10287,6195,1965,16191,12662,7601,2112,12348,8898,5307,1496,9042,6471,4107,1386,7798,8932,5644,1873,11570,8063,4332,1525,8168,4613,2423,4071,3131,3244,1939,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
少数股东损益(万元),-4630,-2398,-1303,-721,-1357,-1252,-889,-579,-303,645,223,-59,165,580,379,155,-192,201,-48,-176,-759,-395,-361,-252,-1510,-941,-648,-321,-361,-88,-171,-81,-38,--,--,0,0,0,0,0,0,0,0,
基本每股收益,0.3,0.25,0.13,0.03,0.3,0.24,0.12,0.01,0.09,0.08,0.04,0.01,0.21,0.14,0.09,0.06,0.45,0.36,0.21,0.06,0.42,0.3,0.22,0.07,0.51,0.3,0.19,0.09,0.64,0.73,0.46,0.15,1,0.68,0.71,0.26,1.7,0.96,0.5,0.85,0,0.74,0.81,
稀释每股收益,0.29,0.25,0.13,0.03,0.29,0.24,0.12,0.01,0.09,0.08,0.04,0.01,0.21,0.14,0.09,0.06,0.45,0.36,0.21,0.06,0.41,0.3,0.22,0.07,0.51,0.3,0.19,0.09,0.64,0.73,0.46,0.15,1,0.68,0.71,0.26,1.7,0,0.5,0.85,0,0.74,0.81,
