报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),31418,20399,42020,27677,7218,37478,34138,30984,
营业收入(万元),31418,20399,42020,27677,7218,37478,34138,30984,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),25624,16712,35577,23143,5942,31787,29407,26535,
营业成本(万元),18394,12128,24926,15854,4003,22433,20285,18478,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),385,218,519,213,55,384,303,349,
销售费用(万元),4041,2520,5631,3883,1129,5361,5211,4851,
管理费用(万元),2662,1522,3558,2452,644,3123,3015,2153,
财务费用(万元),-26,-24,241,201,62,300,170,331,
资产减值损失(万元),244,348,702,540,49,187,423,374,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),5794,3737,6443,4535,1276,5691,4731,4449,
营业外收入(万元),538,379,353,248,85,248,153,41,
营业外支出(万元),22,19,17,17,--,7,13,11,
非流动资产处置损失(万元),--,1,1,1,--,2,--,--,
利润总额(万元),6311,4098,6779,4765,1361,5932,4871,4479,
所得税费用(万元),1013,614,934,652,194,829,630,622,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),5298,3483,5845,4114,1167,5102,4241,3856,
归属于母公司所有者的净利润(万元),5298,3483,5845,4114,1167,5103,4241,3847,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,-1,0,9,
基本每股收益,0.48,0.31,0.54,0.38,0.12,0.51,0.42,--,
稀释每股收益,0.48,0.31,0.54,0.38,0.12,0.51,0.42,--,
