报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),62262,40101,69172,48025,28886,37570,30376,38925,23717,9466,
营业收入(万元),62262,40101,69172,48025,28886,37570,30376,38925,23717,9466,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),49189,30909,55066,39185,24343,34792,24558,33913,19403,8188,
营业成本(万元),27825,17526,30146,21204,13242,17973,12469,16389,9389,3667,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),183,63,144,1,1,5,2,3,--,--,
销售费用(万元),--,--,--,--,--,--,--,--,--,--,
管理费用(万元),2021,1143,2584,1914,1298,1780,1363,1262,713,661,
财务费用(万元),19163,12179,22189,16066,9802,15049,10736,16254,9296,3856,
资产减值损失(万元),-3,-3,3,-0,-0,-15,-12,6,6,4,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,0,0,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13072,9192,14106,8840,4543,2778,5819,5011,4314,1278,
营业外收入(万元),66,49,249,248,1,2675,41,40,0,3,
营业外支出(万元),5,--,163,0,0,30,30,--,27,105,
非流动资产处置损失(万元),--,--,0,--,--,5,5,--,--,--,
利润总额(万元),13134,9240,14193,9088,4544,5423,5830,5051,4287,1176,
所得税费用(万元),286,225,496,238,148,221,175,5,-1,-1,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),12847,9015,13697,8850,4396,5202,5655,5046,4288,1177,
归属于母公司所有者的净利润(万元),12847,9015,13697,8850,4396,5202,5655,5046,4296,1183,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-0,-0,-0,-0,--,-0,0,-0,-9,-7,
基本每股收益,0.07,0.05,0.08,0.05,0.03,0.04,0.04,0.04,0.03,0.01,
稀释每股收益,0.07,0.05,0.08,0.05,0.03,0.04,0.04,0.04,0.03,0.01,
