报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),229507,148034,68588,224661,164073,103732,48021,175694,130982,85656,159086,124577,110531,53152,96489,78286,43605,
营业收入(万元),229507,148034,68588,224661,164073,103732,48021,175694,130982,85656,159086,124577,110531,53152,96489,78286,43605,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),192315,124732,57644,182105,131355,82772,39022,141583,104122,68122,127827,110986,95461,44894,81298,65866,37580,
营业成本(万元),155305,100501,46226,141953,102564,64536,30701,111358,81973,53462,98749,84508,73977,34823,63399,49230,28733,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1771,1156,540,1851,1210,941,405,1489,1115,718,1557,1180,1004,487,609,297,34,
销售费用(万元),9213,5828,2792,10040,7180,4479,2018,7350,5269,3369,6347,5090,4564,2056,3730,3331,1625,
管理费用(万元),21358,14358,7139,27250,18965,11909,5597,21743,16004,10522,19191,17151,13324,6087,11095,11364,6664,
财务费用(万元),3906,2221,686,202,742,354,194,-600,-583,-165,1570,3002,2214,1061,2264,1251,825,
资产减值损失(万元),763,668,262,809,693,553,106,243,343,216,412,55,377,380,201,393,-301,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),631,492,279,109,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),38543,24157,11223,42665,32718,20960,8999,34111,26860,17535,31259,13591,15071,8257,15191,12421,6025,
营业外收入(万元),587,481,545,2087,1202,645,367,2286,1713,841,1223,1216,861,234,458,244,231,
营业外支出(万元),1168,805,449,1815,805,413,62,1109,630,583,163,601,61,41,55,335,16,
非流动资产处置损失(万元),1000,639,287,1569,746,405,58,1003,537,509,147,580,21,16,46,306,14,
利润总额(万元),37962,23833,11319,42936,33115,21192,9304,35288,27944,17793,32319,14206,15870,8450,15594,12330,6240,
所得税费用(万元),5453,3531,1762,5361,4373,2842,793,5200,3498,2522,4965,2235,2206,1861,2441,1991,900,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),32509,20302,9557,37575,28741,18349,8511,30088,24446,15272,27354,11971,13664,6589,13153,10339,5341,
归属于母公司所有者的净利润(万元),32509,20302,9557,37575,28741,18349,8511,30088,24446,15272,27354,11971,13664,6589,13153,9612,4095,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,727,1245,
基本每股收益,0.79,0.49,0.23,1.01,0.8,0.51,0.24,0.84,0.68,1.36,0.76,0.33,1.21,0.59,1.17,0.85,--,
稀释每股收益,0.79,0.49,0.23,1.01,0.8,0.51,0.24,0.84,0.68,1.36,0.76,0.33,1.21,0.59,1.17,0.85,--,
