报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
营业总收入(万元),99261,410739,290609,193733,84031,309931,228856,177224,91883,400779,297703,192232,89745,399027,290239,177972,84762,336835,241852,145376,60028,295536,217657,148193,65941,256805,184739,123342,56804,197345,134734,93004,42923,134059,94933,55994,23974,108494,82359,49684,22579,98698,80843,46308,22332,90889,75642,
营业收入(万元),99261,410739,290609,193733,84031,309931,228856,177224,91883,400779,297703,192232,89745,399027,290239,177972,84762,336835,241852,145376,60028,295536,217657,148193,65941,256805,184739,123342,56804,197345,134734,93004,42923,134059,94933,55994,23974,108494,82359,49684,22579,98698,80843,46308,22332,90889,75642,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,0,--,--,--,
营业总成本(万元),87258,383017,266324,172404,74170,285235,206725,154696,79531,327709,247238,156747,72824,332997,246514,149129,70717,284348,207374,123637,49538,252173,188216,128928,55947,222737,161693,108527,48973,172755,117435,81861,37036,117240,84058,49804,20695,99807,76250,46341,21130,90522,74172,42503,20646,82376,70370,
营业成本(万元),69398,282236,200031,131045,56677,206458,153089,118755,65011,251516,190338,119725,57359,264814,195574,118591,58010,226157,166187,98420,38220,202322,153221,106387,45012,187227,136947,92696,41832,145833,98171,68616,30994,93998,67086,39239,16020,80861,64484,38633,17483,77702,64451,36585,16804,72087,62177,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,0,--,--,--,
