报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
营业总收入(万元),262296,178679,86782,323568,243342,167969,88778,253011,174986,101593,44164,153469,103964,65136,30265,84354,57749,39813,6011,91981,83255,57470,25151,82549,55715,19960,5433,30599,22684,12853,4830,34545,24625,15009,5781,27834,21287,12807,5525,28744,24196,16914,5805,28098,23942,14083,19348,15660,16150,10313,
营业收入(万元),262296,178679,86782,323568,243342,167969,88778,253011,174986,101593,44164,153469,103964,65136,30265,84354,57749,39813,6011,91981,83255,57470,25151,82549,55715,19960,5433,30599,22684,12853,4830,34545,24625,15009,5781,27834,21287,12807,5525,28744,24196,16914,5805,28098,23942,14083,19348,15660,16150,10313,
利息收入(万元),--,0,0,--,0,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,--,--,0,--,--,0,0,
已赚保费(万元),--,0,0,--,0,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,--,--,0,--,--,0,0,
手续费及佣金收入(万元),--,0,0,--,0,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,--,--,0,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,--,--,0,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,--,--,0,0,--,0,0,
营业总成本(万元),216650,147126,65450,270213,204577,138037,71590,203448,142643,78333,33035,111426,71312,44366,19523,49990,36881,26571,6837,95224,85251,58178,25391,82170,55765,19864,5744,31090,22833,12819,5136,33537,23657,14549,5657,26965,20138,12348,5357,28937,23457,16509,5661,25482,21393,12665,17402,13788,14900,9308,
营业成本(万元),117745,75808,30927,154756,123864,88911,49255,132528,94585,49699,20291,64431,40959,24497,11146,25621,19380,16233,5127,87227,79279,54989,24003,75566,51075,16870,4438,25238,18576,10235,3942,28644,20244,12340,4710,23676,18023,10916,4726,25267,20840,14458,4672,22730,19431,11349,15675,12485,13449,8736,
利息支出(万元),--,0,0,--,0,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,--,--,0,--,--,0,0,
手续费及佣金支出(万元),--,0,0,--,0,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,--,--,0,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,--,--,0,0,--,0,0,
研发费用(万元),22954,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,--,--,0,0,--,0,0,
退保金(万元),--,0,0,--,0,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,--,--,0,--,--,0,0,
赔付支出净额(万元),--,0,0,--,0,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,--,--,0,--,--,0,0,
