报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),57884,39565,18808,104572,80919,56226,23912,120460,83168,53011,15205,83236,60042,36338,13793,80192,53647,27900,9643,78408,61426,37675,18009,95731,74832,51728,22422,95758,75156,41843,17734,97670,76321,47712,19810,101934,78683,51252,20976,175491,128221,79436,36063,175036,129054,77958,32057,112778,85575,48342,20158,
营业收入(万元),57884,39565,18808,104572,80919,56226,23912,120460,83168,53011,15205,83236,60042,36338,13793,80192,53647,27900,9643,78408,61426,37675,18009,95731,74832,51728,22422,95758,75156,41843,17734,97670,76321,46326,19810,100168,78683,49906,20976,175491,128221,79436,36063,172573,129054,77958,32057,102789,85575,48342,20158,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1386,--,1766,--,1346,--,--,--,--,--,2463,--,--,0,9990,0,--,--,
营业总成本(万元),72109,47099,21180,106913,81492,57355,24556,118746,82208,52120,16668,84767,61971,38157,16325,88090,59671,34642,12789,81267,64204,40591,18557,95810,74820,50869,24044,120316,80151,46293,19579,108887,78654,49359,21545,111731,89092,61185,24309,184406,134597,84179,34474,173350,130833,81391,34056,129583,84829,47952,19706,
营业成本(万元),44312,29411,13891,75618,59348,42067,17392,88931,62170,38526,11390,61068,44916,27101,11061,58709,39485,20541,7422,56349,45594,27566,13504,73653,57089,39724,17657,81792,58063,31754,13637,74010,57313,36004,14560,74346,58075,39191,16679,132005,99431,61754,24674,131448,97753,60884,24916,91919,62514,33551,13204,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
研发费用(万元),3224,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业税金及附加(万元),912,621,235,1326,794,523,190,1023,488,283,56,543,405,234,98,384,195,92,24,363,235,112,38,654,351,89,17,362,242,87,23,576,326,206,106,761,639,418,70,1198,852,531,222,1480,973,555,250,1013,660,431,212,
销售费用(万元),5925,4018,1849,11328,8453,5606,2460,10968,6749,4485,1239,7971,5148,2960,1205,7507,5058,2733,961,7403,4626,2831,1184,9246,6438,4078,1591,11487,6512,3735,1710,9376,6775,3645,1731,8480,6648,3920,1644,15059,10877,6878,2841,13924,10777,6387,2473,9863,5758,3775,1622,
管理费用(万元),9956,8464,4015,16520,11739,8029,4169,16293,11877,7787,4031,16112,10179,6515,2877,11098,8141,5393,2639,11059,7671,5363,2484,11374,7699,5188,2523,11421,7498,5188,2507,10372,7378,4934,2530,11500,7460,5094,2362,14251,8829,6199,3826,11789,11517,8347,3931,9803,8319,5593,2975,
财务费用(万元),4930,3340,1282,1453,803,559,249,687,390,173,66,1541,1477,1459,1152,6130,4354,3126,1481,5620,4197,2801,1365,7647,6152,4600,2336,9002,6506,4217,1470,10320,5898,3704,2171,10500,7884,5777,3208,14054,9384,6297,2443,10842,7773,5096,2412,8485,6602,3852,1636,
资产减值损失(万元),2851,1246,-93,669,355,570,96,845,533,866,-114,-2468,-153,-112,-68,4264,2439,2757,261,473,1881,1918,-18,-6765,-2908,-2810,-80,6252,1330,1312,232,4232,965,865,448,6145,8386,6785,347,7840,5224,2520,468,3867,2039,121,73,8501,977,749,57,
公允价值变动收益(万元),--,--,--,1779,-349,-1376,-937,398,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2,-2,-2,-2,2,--,0,--,0,--,--,--,-1,-1,-1,--,1,--,--,0,0,0,--,--,
投资收益(万元),207,206,259,714,726,-170,-89,326,362,353,37,11259,10348,10316,2690,11478,5495,3877,367,4654,1027,1013,623,2329,119,41,10,4465,4566,4554,21,2341,1671,1641,1531,20586,20448,19827,19729,-2086,4249,2988,-17,2995,3628,4231,4162,-259,225,197,154,
对联营企业和合营企业的投资收益(万元),-119,-109,-47,-652,-413,-381,-120,-166,-54,-53,-2,833,-38,-32,-28,182,122,39,5,171,53,38,--,124,40,29,--,161,39,33,--,178,65,65,--,131,119,98,--,-6812,--,-334,--,-1981,--,--,0,-272,0,--,47,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
