报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),142771,600902,455718,291593,115140,473765,330521,202829,92815,346255,236822,144970,66848,286264,202528,135848,48832,218570,145393,91647,39243,160266,107801,64838,33555,173777,138820,104550,189997,143287,84437,
营业收入(万元),142771,600902,455718,291593,115140,473765,330521,202829,92815,346255,236822,144970,66848,286264,202528,135848,48832,218570,145393,91647,39243,160266,107801,64838,33555,173777,138820,104550,189726,142742,84199,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,271,545,239,
营业总成本(万元),130143,561340,406604,262316,109513,418932,295710,177144,74798,316498,220187,135102,62326,268837,186454,122574,46107,217010,141372,89181,37421,156406,105245,61615,29462,138093,103563,74710,143082,126153,79784,
营业成本(万元),114121,468084,353594,228606,94750,353485,252036,150202,62735,263618,180468,110377,51369,223489,160068,106955,38671,172738,117110,73690,29908,129547,88589,50247,24405,108521,82121,59454,109167,96969,64313,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),899,3114,2098,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,94,375,200,
营业税金及附加(万元),864,5432,3968,2756,901,4359,2682,1751,582,3667,1785,1288,763,2364,1492,996,370,1908,1527,1028,592,2195,1588,1191,668,2920,2273,1693,2945,62,40,
销售费用(万元),6317,33940,23187,13503,5046,25874,18205,12284,6196,24519,17148,11201,4838,14682,11445,5940,1336,10128,7135,4487,2161,8156,3808,2725,1251,5189,3528,2510,8165,13065,7172,
管理费用(万元),5757,26318,16741,12111,6805,26598,17809,10666,5000,19112,12803,8409,4031,13284,8072,5366,2049,10275,6385,4390,1832,8564,5622,3934,1699,10188,5661,4143,9665,6455,6091,
财务费用(万元),912,7979,5162,4059,1531,5682,3019,1145,110,9679,8523,4542,2423,12336,9280,7177,3714,13731,9303,5631,2538,7139,4969,3149,1315,10760,9245,6466,12970,7994,1848,
