报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),7349,32408,23113,14379,4885,20916,14242,9452,3409,18386,13054,8690,3619,17323,12277,7740,14894,16043,14788,
营业收入(万元),7349,32408,23113,14379,4885,20916,14242,9452,3409,18386,13054,8690,3619,17323,12277,7740,14894,16043,14788,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),5031,22100,14852,9438,3632,13172,8758,5889,2253,11012,7580,5183,2274,9668,6840,4268,8521,8406,7423,
营业成本(万元),3245,13413,10034,6368,2349,8729,5953,3981,1501,7227,4975,3361,1415,6612,4644,2936,5757,5545,5062,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),89,447,261,184,98,297,144,101,26,198,134,102,38,189,131,77,148,202,133,
销售费用(万元),316,1363,937,600,257,1051,720,463,167,883,563,382,172,685,483,313,601,542,493,
管理费用(万元),1340,5076,3489,2116,940,3104,2011,1313,617,2732,1877,1256,578,1997,1484,938,1837,1609,1351,
财务费用(万元),50,114,44,23,9,-121,-102,-37,-28,72,54,102,98,93,63,17,103,384,299,
资产减值损失(万元),-9,1686,88,147,-20,111,32,68,-30,-100,-23,-19,-27,91,36,-13,75,124,85,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),233,580,423,317,219,637,501,428,293,67,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,-5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2641,11638,8977,5258,1472,8381,5985,3991,1448,7441,5475,3507,1345,7655,5437,3471,6373,7637,7366,
营业外收入(万元),--,78,82,221,113,385,232,179,61,556,402,196,35,310,272,87,575,327,418,
营业外支出(万元),1,124,21,20,0,40,23,20,25,36,18,5,4,32,17,11,6,24,19,
非流动资产处置损失(万元),--,--,--,0,--,21,--,21,21,--,--,--,--,4,0,0,--,--,--,
利润总额(万元),2640,11593,9037,5459,1585,8726,6194,4150,1484,7961,5859,3698,1376,7933,5692,3547,6942,7940,7765,
所得税费用(万元),407,1969,1437,907,244,1262,906,602,211,1159,852,533,248,1130,1177,666,1022,1181,1211,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2234,9624,7601,4552,1340,7464,5288,3548,1273,6802,5007,3166,1128,6803,4515,2881,5920,6759,6554,
归属于母公司所有者的净利润(万元),2230,9605,7586,4542,1343,7464,5288,3548,1273,6802,5007,3166,1128,6803,4515,2881,5920,6759,6554,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),4,19,14,11,-3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.21,0.93,0.73,0.44,0.21,1.19,0.85,0.57,0.2,1.21,0.92,0.63,0.23,1.36,0.9,0.58,1.18,1.35,1.31,
稀释每股收益,0.21,0.93,0.73,0.44,0.21,1.19,0.85,0.57,0.2,1.21,0.92,0.63,0.23,1.36,0.9,0.58,1.18,1.35,1.31,
