报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),20258,13282,5703,27273,19809,12567,5267,26877,29006,25081,23115,
营业收入(万元),20258,13282,5703,27273,19809,12567,5267,26877,29006,25081,23115,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),15433,10045,4459,21544,15481,10216,4285,22384,23200,20673,18818,
营业成本(万元),11598,7502,3296,16531,12102,7894,3318,17882,18465,16508,15320,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),389,269,160,548,259,168,88,331,240,268,227,
销售费用(万元),1324,890,396,1770,1193,808,340,1591,1510,1258,1108,
管理费用(万元),2104,1357,649,2642,1924,1304,603,2988,2935,2296,2202,
财务费用(万元),119,105,48,-297,-118,-96,-12,-444,32,261,108,
资产减值损失(万元),-100,-78,-91,349,120,138,-52,36,18,83,-148,
公允价值变动收益(万元),--,--,--,--,--,--,-5,-53,53,--,--,
投资收益(万元),99,83,33,214,149,88,50,141,106,-19,-11,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,-79,-27,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5065,3410,1277,5943,4477,2438,1026,4581,5965,4390,4287,
营业外收入(万元),17,11,20,198,189,48,39,50,22,53,55,
营业外支出(万元),11,6,5,19,16,14,1,8,15,5,62,
非流动资产处置损失(万元),5,5,5,15,15,13,0,3,13,0,56,
利润总额(万元),5071,3414,1292,6122,4650,2472,1064,4623,5972,4438,4280,
所得税费用(万元),709,524,196,878,709,353,186,637,918,668,609,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4362,2890,1096,5244,3940,2119,878,3986,5054,3770,3671,
归属于母公司所有者的净利润(万元),4362,2890,1096,5244,3940,2119,878,3986,5083,3774,3633,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,-0,-30,-4,39,
基本每股收益,0.74,0.54,0.21,1.03,0.77,0.42,0.17,0.78,1,0.74,0.71,
稀释每股收益,0.74,0.54,0.21,1.03,0.77,0.42,0.17,0.78,1,0.74,0.71,
