报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),28064,17652,7776,33296,21225,14003,7417,27260,18095,12094,21638,20139,16025,12369,
营业收入(万元),28064,17652,7776,33296,21225,14003,7417,27260,18095,12094,21638,20139,16025,12369,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),25273,15742,6503,28214,18296,11859,6037,23097,15885,10559,18938,16581,12854,8791,
营业成本(万元),17560,11068,4556,19801,12870,8525,4435,16356,10846,7184,12457,10160,8646,5002,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),213,128,60,180,108,66,28,164,104,77,155,137,167,139,
销售费用(万元),2259,1318,616,2962,2055,1314,536,2287,1473,1074,1827,1853,980,623,
管理费用(万元),5024,3091,1220,4774,3286,2078,918,3983,3164,1976,3769,3551,3079,2814,
财务费用(万元),-18,-41,15,7,119,71,67,46,108,59,153,28,-14,-10,
资产减值损失(万元),234,177,35,491,-142,-196,53,261,189,189,577,852,-2,222,
公允价值变动收益(万元),49,36,13,36,4,--,--,--,--,--,--,--,--,-21,
投资收益(万元),391,250,77,45,11,--,--,6,--,--,65,--,14,-16,
对联营企业和合营企业的投资收益(万元),--,117,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4171,2595,1363,5163,2944,2144,1380,4169,2210,1535,2765,3558,3184,3541,
营业外收入(万元),461,296,189,1962,1082,692,250,2441,1383,1027,1932,1291,770,559,
营业外支出(万元),9,1,--,10,4,13,--,3,3,1,1,0,0,42,
非流动资产处置损失(万元),7,--,--,9,3,3,--,--,--,--,--,--,--,2,
利润总额(万元),4623,2890,1552,7115,4022,2823,1630,6607,3590,2560,4695,4850,3954,4058,
所得税费用(万元),296,124,43,358,290,278,138,658,295,305,61,262,-40,250,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4326,2765,1509,6757,3732,2545,1492,5949,3295,2255,4635,4587,3994,3808,
归属于母公司所有者的净利润(万元),4069,2765,1509,6757,3732,2545,1492,5949,3295,2255,4723,4587,3994,3808,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,-14,46,
少数股东损益(万元),258,--,--,--,--,--,--,--,--,--,-88,--,--,--,
基本每股收益,0.15,0.1,0.19,1.01,0.6,0.42,0.25,0.99,0.55,0.38,0.79,0.76,0.67,--,
稀释每股收益,0.15,0.1,0.19,1.01,0.6,0.42,0.25,0.99,0.55,0.38,0.79,0.76,0.67,--,
