报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),293106,205659,122029,55366,176517,129811,94417,52287,209573,135061,88058,36017,161799,124885,82413,35401,182655,153068,108329,45787,183650,134117,90135,38925,150235,101651,72904,32156,139440,103003,57424,25644,120226,86062,57445,26084,110025,46945,38257,16782,68270,51334,31913,10631,53050,36597,22509,10771,41676,30252,21682,8154,
营业收入(万元),293106,205659,122029,55366,176517,129811,94417,52287,209573,135061,88058,36017,161799,124885,82413,35401,182655,153068,108329,45787,183650,134117,90135,38925,150235,101651,72904,32156,139440,103003,57424,25644,120226,86062,57445,26084,110025,46945,38257,16782,68270,51334,31913,10631,53050,36597,22509,10771,41676,30252,21682,8154,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,
营业总成本(万元),206947,136803,80540,36284,120200,89940,66963,37867,173962,109247,74061,33249,143621,106683,67388,30876,154339,113197,75220,32117,129924,86563,57305,25623,109101,73921,51472,21672,106667,72168,39535,16287,94945,60679,39348,16536,74465,34197,24030,9553,45479,32998,21687,7500,34739,23088,14697,6297,28832,19472,13546,5042,
营业成本(万元),154823,106378,62167,28507,77797,56693,40610,24023,98000,66272,46320,21957,83170,61580,41105,18348,77300,66106,45835,18558,79278,57628,37181,16457,60656,40381,28533,12846,54359,40194,21901,9652,50261,35655,23459,10683,40321,15362,12727,4657,24032,18374,12142,3873,19978,12038,7151,3368,18319,10735,7519,3518,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,
