报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),61771,39096,17638,94989,71397,49914,22884,106261,82788,101774,96537,66852,
营业收入(万元),61771,39096,17638,94989,71397,49914,22884,106261,82788,101774,96537,66852,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),57230,35906,16394,88145,66451,46399,21842,100489,77620,95119,90008,62486,
营业成本(万元),52665,33613,15281,80600,61142,43033,19553,89610,69265,85630,81413,56492,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),181,110,58,823,729,665,621,3217,2563,3341,3275,2279,
销售费用(万元),959,549,276,735,532,333,193,806,560,791,644,449,
管理费用(万元),1951,1162,551,2419,1729,1173,617,2263,2488,2913,2244,1887,
财务费用(万元),422,311,195,869,628,440,257,870,531,445,774,560,
资产减值损失(万元),1053,161,33,2699,1689,755,602,3722,2214,1999,1657,820,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4541,3190,1244,6844,4946,3515,1042,5772,5168,6655,6530,4366,
营业外收入(万元),393,--,--,91,10,0,0,267,282,60,--,0,
营业外支出(万元),68,18,--,60,60,59,30,22,10,118,34,1,
非流动资产处置损失(万元),--,--,--,2,2,2,--,2,0,--,4,--,
利润总额(万元),4865,3172,1244,6875,4896,3456,1012,6018,5440,6597,6495,4365,
所得税费用(万元),1279,814,329,1663,1168,825,157,1352,1373,1760,1740,1114,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3586,2359,915,5212,3728,2631,855,4665,4068,4837,4756,3251,
归属于母公司所有者的净利润(万元),3586,2359,915,5212,3728,2631,855,4665,4068,4837,4756,3251,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.39,0.27,0.12,0.69,0.49,0.35,0.11,0.61,0.54,0.64,0.74,--,
稀释每股收益,0.39,0.27,0.12,0.69,0.49,0.35,0.11,0.61,0.54,0.64,0.74,--,
