报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),29506,120095,76352,44874,18006,125204,87890,47695,23899,120947,84933,51878,25760,124196,93204,62933,165010,133942,26100,
营业收入(万元),29506,120095,76352,44874,18006,125204,87890,47695,23899,120947,84933,51878,25760,124196,93204,62933,165010,133942,26100,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),32886,125359,78997,47586,19568,112141,73464,40287,19503,110064,74800,45431,21659,114389,84781,56264,123141,73268,20772,
营业成本(万元),20696,73114,45028,25977,10369,73751,51080,26654,12670,75729,53494,32386,16352,86395,66166,44045,96828,58128,14277,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),286,774,348,278,241,834,413,246,203,956,646,383,227,317,205,177,965,1339,122,
销售费用(万元),1304,6087,4326,2442,919,4379,2158,1128,517,2714,1650,1113,494,2693,1731,1094,2198,1221,361,
管理费用(万元),7962,40841,27470,18178,8345,37399,21506,13583,6040,29519,17787,10477,5200,24891,15980,10152,21438,12571,6008,
财务费用(万元),2562,1993,1790,647,-358,-4944,-1794,-1374,72,-4618,-2829,-1249,-627,-1479,-877,-781,294,-94,-1,
资产减值损失(万元),77,2549,33,64,53,721,102,49,--,5763,4054,2320,12,1573,1577,1577,1417,104,5,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),132,1001,190,182,59,141,--,--,--,--,--,--,--,-5,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-1028,253,340,126,-1503,13204,14427,7408,4396,10883,10133,6447,4101,9803,8423,6669,41869,60673,5328,
营业外收入(万元),134,88,350,244,698,1941,946,642,231,2253,1369,876,328,1513,983,413,2752,2538,563,
营业外支出(万元),4,21,12,9,6,22,11,5,5,18,23,8,3,26,21,15,130,56,15,
非流动资产处置损失(万元),--,--,11,9,6,19,4,0,0,1,10,0,--,4,4,4,2,1,--,
利润总额(万元),-897,320,679,361,-811,15123,15361,8045,4623,13118,11479,7315,4426,11289,9385,7067,44492,63155,5876,
所得税费用(万元),295,494,632,520,117,692,1649,1435,723,320,1697,1051,636,255,1089,788,2599,6038,-15,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-1192,-174,47,-158,-928,14431,13713,6610,3899,12798,9782,6265,3790,11034,8295,6280,41893,57117,5892,
归属于母公司所有者的净利润(万元),-1290,1733,558,169,-740,14870,13811,6610,3899,12798,9782,6265,3790,11034,8295,6280,41893,57117,5892,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),97,-1907,-511,-327,-189,-439,-98,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,-0.04,0.05,0.02,0.01,-0.04,0.92,0.86,0.41,0.24,0.89,0.61,0.39,0.32,0.92,0.69,0.52,3.49,4.76,0.53,
稀释每股收益,-0.04,0.05,0.02,0.01,-0.04,0.92,0.86,0.41,0.24,0.89,0.61,0.39,0.32,0.92,0.69,0.52,3.49,4.76,0.53,
