报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),37332,33500,21831,9789,40664,34382,20477,12355,45772,28065,16794,8565,40442,26442,18706,9236,48311,33555,24672,12027,45522,31546,21559,10640,30521,17416,11055,6789,20289,15856,10001,5184,13325,10143,8143,
营业收入(万元),37332,33500,21831,9789,40664,34382,20477,12355,45772,28065,16794,8565,40442,26442,18706,9236,48311,33555,24672,12027,45522,31546,21559,10640,30521,17416,11055,6789,20289,15856,10001,5184,13325,10143,8143,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),48354,32352,19547,8482,37031,28626,17368,9907,37744,22817,13299,5865,33209,21385,16060,7109,38899,25890,19666,9137,35901,24858,16938,7907,21648,11546,7146,4601,13592,10634,6134,3218,9178,7211,6132,
营业成本(万元),24060,22439,13391,5611,22537,18460,10642,6760,25001,14907,8368,3814,22353,14076,10810,4707,27396,18046,14182,6826,26431,18393,12745,6098,16564,9026,5728,3794,9981,7713,4170,2280,6319,4861,3317,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1202,922,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),763,564,392,214,883,621,451,299,864,234,122,79,669,275,157,78,632,446,280,113,505,301,213,156,342,171,91,42,198,178,97,40,96,118,93,
销售费用(万元),5630,3322,2118,791,3972,3117,1914,836,4247,2649,2029,967,3644,2400,1688,834,3415,2463,1663,666,3054,2120,1355,549,2274,1202,821,371,1839,1163,765,342,1262,963,1350,
管理费用(万元),4147,2547,2351,1272,4826,3548,2472,1281,5407,3965,2268,1159,5120,3717,2637,1084,5142,3529,2313,1064,4310,2989,1826,776,2657,1408,899,417,1720,1227,820,448,1316,985,1139,
财务费用(万元),2815,2022,1166,619,3630,2359,1553,587,1137,828,384,106,405,541,309,190,620,466,279,124,437,355,209,90,-722,-433,-406,-29,-315,68,89,54,222,177,201,
资产减值损失(万元),9736,537,128,-26,1183,520,335,144,1088,234,127,-260,1018,375,460,216,1694,939,948,344,1164,700,589,239,533,172,12,5,169,284,193,55,-38,108,32,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-703,--,--,--,1950,--,--,--,197,--,--,--,751,--,--,--,6,--,--,--,--,-10,-10,-11,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-703,--,--,--,1950,--,--,--,197,--,--,--,-2461,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-10798,2586,3002,1953,6959,5756,3109,2447,8224,5248,3495,2700,7985,5058,2646,2127,9418,7665,5006,2890,9621,6678,4611,2723,8874,5871,3909,2188,6697,5223,3867,1966,4148,2932,2011,
营业外收入(万元),27,27,27,--,5,597,478,246,1000,791,443,61,2294,1116,961,413,1781,1200,775,380,2659,1497,1174,70,1260,1142,1102,60,1000,788,578,38,350,200,212,
营业外支出(万元),28,24,13,12,49,49,17,5,46,2,1,0,91,36,34,2,1,1,1,0,6,2,2,2,4,--,--,--,5,4,2,0,2,2,37,
非流动资产处置损失(万元),--,--,--,--,--,6,--,--,3,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,2,--,--,--,4,4,2,--,0,--,--,
利润总额(万元),-10799,2589,3016,1941,6915,6304,3571,2689,9178,6037,3937,2761,10188,6138,3573,2538,11198,8865,5781,3270,12274,8173,5783,2791,10129,7013,5012,2248,7693,6006,4442,2003,4496,3130,2186,
所得税费用(万元),-1168,141,301,139,1253,1146,1089,540,1610,1026,688,482,1216,334,-103,60,281,2273,1373,868,1956,1248,858,472,1573,1019,719,339,1135,1434,1038,501,688,479,329,
