报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),5304,30152,22899,15071,4870,33941,26497,19164,6743,32307,23022,15057,5275,36223,25046,13327,3779,26145,18277,11539,2430,27181,17531,9478,2264,23079,16160,8782,1792,25844,17415,9215,3488,21422,13910,7614,2014,21506,16623,10019,3743,18160,13185,15235,10691,6435,
营业收入(万元),5304,30152,22899,15071,4870,33941,26497,19164,6743,32307,23022,15057,5275,36223,25046,13327,3779,26145,18277,11539,2430,27181,17531,9478,2264,23079,16160,8782,1792,25844,17415,9215,3488,21422,13910,7614,2014,21506,16623,10019,3743,18160,13185,15235,10691,6435,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),5836,30809,22825,15022,5504,36769,26209,19014,7747,32773,22759,14802,5983,33861,23483,12887,4362,24785,17642,11419,3414,24919,16482,9333,3440,20770,14648,8479,2487,21418,14083,7938,3291,17219,11107,6539,1926,18287,13726,8939,3698,15774,11162,12953,9257,4680,
营业成本(万元),2574,14026,10743,7198,2035,17328,14101,10780,4459,15818,12427,7953,2952,19466,14297,7460,2323,12102,9286,5690,1139,13689,9310,4730,1131,10814,8072,4564,905,13312,9009,4847,2048,10826,6804,3929,1040,11815,9139,5796,2373,10221,7428,8849,5946,2573,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
