报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),630345,435462,218848,773951,552357,355423,184767,571405,390598,255226,124114,483339,360008,232219,111877,478380,351718,240477,112573,346157,247043,165979,78299,364914,269964,174806,82786,370796,284123,183636,84694,280012,192120,129816,160123,110281,
营业收入(万元),629860,435190,218723,773894,552357,355423,184767,571405,390598,255226,124114,483339,360008,232219,111877,478380,351718,240477,112573,346157,247043,165979,78299,364914,269964,174806,82786,370796,284123,183636,84694,280012,192120,129816,160123,110281,
利息收入(万元),425,213,92,41,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),60,59,34,16,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),471686,310611,149085,584869,414097,274261,134505,434338,310132,203686,97368,416932,304351,199681,99722,417781,303599,205063,98550,289969,206567,137065,66935,314704,230905,148173,71782,311421,231540,147875,67453,235478,168443,119773,142367,89915,
营业成本(万元),354357,242199,120636,452009,322488,213954,110182,324861,235372,153310,72690,316539,237210,157841,81851,337073,247947,167434,79402,234805,169025,112600,54599,255156,188798,121597,60412,257565,192522,121738,55312,188772,134886,97073,116053,73392,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),46,41,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),16413,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),13440,9437,3175,13096,8958,5803,2947,7193,2209,1709,896,4659,3378,2179,870,4369,2552,1799,775,4576,2958,2079,666,9051,5641,3383,1011,7082,5121,3022,861,2878,1118,1402,1158,1118,
销售费用(万元),24492,16277,6437,29354,18625,12404,5842,27723,18238,12144,6147,22655,15271,10420,5222,22977,17388,11727,6613,13461,9045,5994,3281,12511,8600,6216,3308,14950,11090,7622,3997,12992,8942,4649,4678,3675,
管理费用(万元),36969,27956,11797,61461,47311,29390,11929,49713,34589,21341,9761,37552,24143,15255,7032,34881,24670,16101,7864,28147,19322,12283,6238,29948,21905,13706,5395,24020,16049,9918,4166,16135,12038,9252,10601,5637,
财务费用(万元),25717,15013,6977,18346,11580,7308,3607,23466,19542,15003,7779,34468,23923,13665,4732,16064,10803,7790,3815,8591,6105,3991,2151,7712,5572,3130,1546,7439,6459,5284,3116,14672,11243,7410,8592,8915,
资产减值损失(万元),252,-312,63,10601,5135,5402,-3,1382,182,179,95,1059,427,320,15,2418,238,212,82,388,112,118,-0,326,389,142,110,364,299,291,2,30,218,-13,1285,-2822,
公允价值变动收益(万元),253,270,155,-162,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1,-1,2,1,-11,-8,-3,--,0,0,0,-31,0,
投资收益(万元),47000,34926,16898,54634,42627,23783,10074,37651,28005,17362,5586,21055,16058,9350,3540,21839,16028,9472,2309,-893,390,70,-781,-4700,-1838,-1512,-1307,-1646,1034,722,388,-121,-7,498,938,146,
对联营企业和合营企业的投资收益(万元),46301,34625,16941,51915,40726,22664,10074,36184,26539,15972,4986,20030,15033,8325,2940,20939,15128,8572,1609,-1352,-68,-391,-1142,-5125,-2263,--,-1307,--,--,--,388,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),212428,164453,88773,248317,182643,105462,60337,174718,108470,68902,32333,87462,71715,41889,15694,82438,64147,44886,16332,55295,40867,28985,10584,45510,37219,25123,9697,57718,53609,36480,17629,44413,23669,10542,18662,20512,
营业外收入(万元),229,72,75,296,679,385,635,5746,3917,2388,535,6736,4918,2907,1590,5378,4629,2091,650,7088,5020,1226,40,6752,254,73,39,8207,2966,2779,298,7383,2666,7150,2851,713,
营业外支出(万元),370,51,8,2978,20,12,12,50,11,10,1,34,22,6,6,1306,738,738,1237,577,511,11,--,106,60,17,6,48,41,36,9,144,86,117,614,553,
非流动资产处置损失(万元),--,--,--,--,20,12,12,20,10,9,--,6,6,1,1,783,737,737,736,18,11,11,--,36,36,15,--,--,--,--,--,0,--,0,0,0,
利润总额(万元),212287,164473,88840,245635,183302,105834,60960,180414,112376,71280,32868,94163,76611,44789,17279,86510,68037,46239,15745,61806,45375,30200,10624,52156,37413,25179,9731,65877,56533,39223,17917,51652,26249,17575,20899,20672,
所得税费用(万元),25998,20249,10988,30976,22375,13418,7562,22065,13302,8436,4131,11831,9679,5658,2209,11018,8824,6103,2448,10358,6703,4580,1863,10367,6393,6119,2663,7768,8233,5597,4475,3053,5698,2219,-135,10,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
