报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),52288,37301,17686,77461,55950,41722,23937,87840,62759,44280,22429,64894,41206,30752,15773,63883,45613,33156,15651,60350,45146,31629,14594,54764,39176,27109,12261,50261,35968,25858,46543,35761,28211,
营业收入(万元),52288,37301,17686,77461,55950,41722,23937,87840,62759,44280,22429,64894,41206,30752,15773,63883,45613,33156,15651,60350,45146,31629,14594,54764,39176,27109,12261,50261,35968,25858,46543,35761,28211,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),53630,37470,17549,71618,50744,37503,21856,79366,57217,40341,20496,56730,34726,25700,13737,56972,40223,29406,14383,52331,39010,26919,12453,46696,33527,23193,10343,42861,30313,21980,39693,30880,24503,
营业成本(万元),46382,32847,15737,62427,45234,34118,19906,72031,51975,37192,18832,50689,31347,23295,11879,47596,34603,25257,12168,45806,34265,24046,11018,41164,30154,20978,9279,37665,26498,19257,34733,26162,20929,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1551,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),577,447,215,803,585,429,242,639,193,146,84,354,200,175,87,307,216,173,40,289,230,166,63,252,168,124,41,275,188,130,220,201,114,
销售费用(万元),1960,1182,532,2521,1614,1087,511,2332,1519,902,396,2380,1663,1219,620,2838,1848,1432,818,2230,1476,1007,436,1599,1090,759,329,1385,1017,851,1549,1108,840,
管理费用(万元),3650,3488,1502,6392,4262,2636,1330,5755,4647,2934,1417,5225,3610,2344,1162,5438,3671,2511,1310,4421,3356,2095,1102,4299,2549,1632,717,2904,2086,1367,2717,2636,1831,
财务费用(万元),-482,-550,-423,-748,-866,-854,-259,-1631,-1228,-853,-235,-1703,-1194,-835,-262,-392,-136,-197,-81,-605,-405,-348,-105,-762,-396,-350,-35,495,394,265,430,622,810,
资产减值损失(万元),-7,55,-14,223,-85,87,125,239,111,20,3,-215,-900,-499,253,1186,21,231,128,189,88,-47,-61,143,-39,50,12,138,130,109,44,150,-21,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2759,1373,584,8560,5741,4251,2038,5310,3987,2672,1226,4687,3597,2916,1627,3115,1975,1743,1214,1035,608,465,363,475,493,329,201,495,406,335,475,431,493,
对联营企业和合营企业的投资收益(万元),1270,114,241,5201,3822,3091,2038,4761,3714,2534,1218,4550,3469,2902,1622,2987,1855,1634,1198,961,557,442,359,456,481,327,201,--,406,--,--,--,--,
