报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
营业总收入(万元),538421,2543999,1876935,1262634,592475,2715534,1856942,1188049,556320,2243756,1505884,1148284,449036,2224123,1792051,1349893,762467,2671797,2350791,1593635,758107,2648639,2164358,1383402,609218,1950612,1640862,1063265,510103,1568996,1262933,824828,1102762,846568,557144,889252,753625,
营业收入(万元),538421,2543999,1876935,1262634,592475,2715534,1856942,1188049,556320,2243756,1505884,1148284,449036,2224123,1792051,1349893,762467,2671797,2350791,1593635,758107,2648639,2164358,1383402,609218,1950612,1640862,1063265,510103,1568996,1262933,824828,1102762,846568,557144,889252,753625,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
营业总成本(万元),526087,2544000,1876352,1259607,591253,2730346,1851563,1182482,553841,2253098,1501197,1143272,440976,2198285,1743699,1311054,739195,2605479,2295348,1552190,733988,2575403,2095985,1337893,585010,1885344,1579407,1023375,487625,1506752,1217167,790604,1049846,810321,530541,854708,711848,
营业成本(万元),483110,2346937,1732532,1165499,544880,2522035,1717933,1093429,509543,2049242,1371107,1055841,397782,2020720,1629883,1240610,704048,2453116,2192839,1486827,702031,2446742,2002820,1277208,557066,1777346,1503379,972110,463427,1408569,1145313,742238,955365,741749,487736,759015,634863,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
营业税金及附加(万元),2317,10842,7474,5618,2279,10153,3226,2686,1570,5281,3580,2683,1286,3628,2625,1700,891,4027,2574,1811,787,4240,2581,1807,884,3215,1850,1221,650,2583,1739,1202,2497,1837,1366,2207,2161,
