报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
营业总收入(万元),223289,137420,63514,246451,171058,104853,47060,205346,145039,92711,42442,229575,174706,120378,58435,290456,210510,133102,60985,250406,181656,108804,46828,172599,121960,75205,39096,160649,122720,82595,39242,168528,125119,81003,113417,79132,48896,124526,143796,
营业收入(万元),223289,137420,63514,246451,171058,104853,47060,205346,145039,92711,42442,229575,174706,120378,58435,290456,210510,133102,60985,250406,181656,108804,46828,172599,121960,75205,39096,160649,122720,82595,39242,168528,125119,81003,113417,79132,48896,124526,143796,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业总成本(万元),212954,130395,60683,238092,164001,101168,45251,199478,140802,89506,41558,223404,170019,116852,57353,284701,205610,129729,59886,246019,178341,105958,46133,169142,118733,72312,37855,155403,118505,78997,36857,160962,119487,76968,106912,74848,46297,119931,137456,
营业成本(万元),197454,120115,55417,215683,149510,91137,40144,178743,126678,80671,37275,204412,157492,109218,54011,263366,191796,121610,55800,227541,167139,99795,42890,153156,109108,67517,35698,144521,113438,75619,35431,151522,112961,72670,100282,70001,43132,114426,132872,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
研发费用(万元),4802,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业税金及附加(万元),670,424,236,1094,714,521,250,1148,606,306,105,399,261,130,56,303,122,75,52,261,177,164,59,240,184,111,45,242,159,89,40,274,213,97,166,109,60,182,223,
销售费用(万元),5556,3512,1978,7686,5550,3762,2016,7787,5746,3891,1958,6656,4617,2999,1319,7151,4670,2861,1089,4373,3474,2364,1316,3446,2345,1580,671,3219,2470,1658,863,3526,2477,1535,2729,1989,1244,2460,2882,
管理费用(万元),1844,4888,2183,9630,5293,4052,2186,9096,5836,3304,1388,9155,5229,2807,1299,8043,4745,2317,1126,10278,4502,2117,891,8940,4430,1358,647,6392,2237,1532,598,4865,2983,1867,2065,1482,995,904,704,
财务费用(万元),2352,1335,1097,3911,2872,1885,859,2571,2044,1431,992,3263,2830,2175,1170,5692,4105,2647,1693,3304,2705,1441,977,3227,2402,1681,840,951,331,33,-75,553,753,617,1542,1136,767,1778,813,
资产减值损失(万元),276,122,-229,87,62,-189,-204,132,-108,-98,-160,-481,-410,-477,-501,146,173,218,126,262,344,78,--,133,265,65,-46,78,-131,66,--,222,100,180,128,131,100,180,-39,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
投资收益(万元),296,144,-37,-14,-35,-33,-7,-58,-8,-8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
对联营企业和合营企业的投资收益(万元),-116,-64,-37,--,-35,-33,-7,--,-8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业利润(万元),10668,7193,2807,8439,7274,3848,1801,5810,4228,3197,884,6171,4687,3526,1082,5755,4900,3373,1099,4387,3314,2846,695,3457,3226,2893,1241,5246,4215,3598,2385,7566,5632,4035,6505,4284,2599,4596,6341,
营业外收入(万元),72,56,19,3829,3344,3307,414,4787,4694,443,333,765,495,392,132,746,294,126,27,431,417,381,35,1152,332,324,260,231,151,90,1,5,2,2,21,18,3,11,4,
营业外支出(万元),46,38,13,49,12,12,6,500,468,25,22,92,84,59,58,176,181,125,69,294,235,178,97,288,229,171,111,284,227,117,82,352,256,188,227,172,126,153,152,
非流动资产处置损失(万元),--,--,--,--,--,--,--,457,442,--,6,1,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
利润总额(万元),10694,7210,2813,12218,10606,7143,2209,10096,8454,3615,1195,6844,5098,3859,1156,6325,5012,3375,1057,4524,3496,3049,633,4321,3329,3046,1390,5192,4138,3570,2304,7219,5378,3849,6299,4131,2477,4454,6193,
所得税费用(万元),1831,1297,470,1761,1819,1277,315,2117,2272,548,213,832,1293,1102,361,843,1292,652,313,521,674,611,122,335,564,476,221,544,637,543,350,1014,805,562,1022,1067,652,1116,2075,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
净利润(万元),8863,5914,2343,10457,8787,5867,1895,7979,6183,3067,982,6013,3805,2757,795,5482,3720,2723,744,4003,2822,2438,511,3985,2765,2570,1169,4648,3501,3027,1953,6205,4573,3288,5277,3063,1825,3338,4119,
归属于母公司所有者的净利润(万元),8863,5914,2343,10457,8787,5867,1895,7979,6183,3067,982,6013,3805,2757,795,5482,3720,2723,744,4003,2822,2438,511,3985,2765,2570,1169,4648,3501,3027,1953,6205,4573,3288,5277,3063,1825,3338,4119,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
基本每股收益,0.17,0.11,0.05,0.22,0.19,0.12,0.04,0.17,0.13,0.06,0.02,0.13,0.08,0.06,0.03,0.23,0.21,0.11,0.06,0.3,0.21,0.19,0.04,0.3,0.21,0.2,0.09,0.35,0.27,0.23,0.22,0.83,0.65,0.5,0.8,0.47,0.28,0.51,0.67,
