报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),19892,10900,3510,27741,18120,9566,2744,23712,11688,26094,24710,14139,9682,
营业收入(万元),19892,10900,3510,27741,18120,9566,2744,23712,11688,26094,24710,14139,9682,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),18349,10162,3689,21249,14205,8087,2763,18195,9735,18896,18774,10309,8426,
营业成本(万元),10200,5635,1946,13739,9235,5147,1416,12224,6045,13889,13631,8093,5576,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),306,177,33,353,182,91,19,214,102,228,208,102,64,
销售费用(万元),850,533,251,1286,880,525,235,1207,782,1107,1192,516,270,
管理费用(万元),6191,3538,1392,5625,3656,2259,1059,4117,2872,3702,3833,1634,2458,
财务费用(万元),-15,-7,-43,141,128,90,34,35,-9,-189,-147,-45,-26,
资产减值损失(万元),818,285,110,105,160,-26,--,399,110,158,56,10,84,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),727,467,--,36,36,36,--,197,167,70,--,--,33,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4543,2325,-178,6527,3915,1516,-19,5714,1954,7268,5936,3830,1290,
营业外收入(万元),8,1,664,1808,1037,607,395,1907,1293,1921,1907,667,140,
营业外支出(万元),1,1,--,10,10,10,--,14,11,10,--,--,--,
非流动资产处置损失(万元),1,1,--,--,--,--,--,1,1,0,--,--,--,
利润总额(万元),4550,2325,486,8326,4942,2112,376,7608,3235,9179,7844,4496,1430,
所得税费用(万元),625,338,68,1058,756,326,59,936,316,1156,872,597,336,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3925,1987,418,7267,4186,1786,317,6672,2919,8023,6971,3900,1095,
归属于母公司所有者的净利润(万元),3796,1932,354,7333,4201,1794,317,6672,2919,8023,6971,3900,1095,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),129,55,64,-65,-14,-8,--,--,0,--,--,--,--,
基本每股收益,0.24,0.12,0.05,1.29,0.74,0.31,0.06,1.17,0.51,1.41,1.27,0.76,0.21,
稀释每股收益,0.24,0.12,0.05,1.29,0.74,0.31,0.06,1.17,0.51,1.41,1.27,0.76,0.21,
