报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),36961,25072,48215,38107,53643,32106,38090,39877,44925,
营业收入(万元),36961,25072,48215,38107,53643,32106,38090,39877,44925,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),31053,21041,41869,32561,42700,20665,33039,35278,37481,
营业成本(万元),23881,16665,31054,24183,26250,13494,24406,26306,22126,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),452,301,539,208,474,195,210,340,356,
销售费用(万元),881,480,1975,1639,2136,946,1492,1338,2491,
管理费用(万元),4698,2846,8980,6620,12764,4000,6198,6266,11176,
财务费用(万元),1024,570,-789,-239,-615,65,556,1111,1056,
资产减值损失(万元),116,179,110,150,1691,1964,177,-82,276,
公允价值变动收益(万元),-67,-26,--,--,--,--,--,--,--,
投资收益(万元),2,--,--,--,41,--,7,72,40,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),5843,4006,6345,5546,10984,11441,5058,4671,7484,
营业外收入(万元),1013,923,1260,1072,485,270,271,2205,268,
营业外支出(万元),0,0,307,65,658,353,324,171,788,
非流动资产处置损失(万元),--,--,110,4,130,58,80,115,80,
利润总额(万元),6855,4928,7299,6553,10812,11359,5005,6704,6964,
所得税费用(万元),1095,764,1205,1130,2141,1848,626,995,1623,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),5760,4164,6094,5423,8670,9511,4379,5709,5341,
归属于母公司所有者的净利润(万元),5760,4164,6094,5423,8670,9511,4379,5459,5236,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,250,105,
基本每股收益,0.93,0.69,1.02,0.9,1.45,1.59,0.73,0.97,--,
稀释每股收益,0.93,0.69,1.02,0.9,1.45,1.59,0.73,0.97,--,
