报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),105420,24998,230365,123160,81668,16504,105489,46167,31582,12790,58035,41316,30052,8293,57273,44149,53526,36332,21022,
营业收入(万元),105420,24998,230365,123160,81668,16504,105489,46167,31582,12790,58035,41316,30052,8293,57273,44149,53526,36332,21022,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),88172,23563,196215,104880,68189,17354,80910,34830,23328,10967,44943,32193,22349,7730,44832,34443,41434,27839,15709,
营业成本(万元),74927,18276,167536,91256,59661,12429,72250,31620,21993,8881,37341,26802,18862,6071,37550,28920,34475,23210,13422,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),238,95,439,289,150,54,410,-1912,-1916,378,1854,1305,933,254,1452,1179,1605,1179,724,
销售费用(万元),--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,
管理费用(万元),6539,2856,13038,8672,5612,2984,8322,5158,2898,1312,5403,3143,2297,820,4698,3262,4287,3264,1592,
财务费用(万元),3790,1600,3967,2609,2363,1159,58,-140,-12,392,206,668,135,391,758,728,516,-63,36,
资产减值损失(万元),2678,735,11236,2055,404,728,-130,105,365,4,139,275,123,193,374,354,551,249,-66,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),42,42,157,36,22,21,148,48,38,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),17290,1477,34293,18316,13502,-829,24727,11385,8292,1823,13092,9123,7703,563,12440,9706,12093,8493,5313,
营业外收入(万元),373,10,165,105,70,14,60,37,28,3,29,22,4,3,376,67,39,8,2,
营业外支出(万元),24,6,134,74,60,40,40,34,16,2,127,110,66,6,92,78,160,140,79,
非流动资产处置损失(万元),--,--,--,32,32,2,1,0,0,--,3,2,1,0,--,--,0,--,1,
利润总额(万元),17640,1482,34325,18347,13512,-855,24747,11388,8304,1824,12995,9035,7641,561,12725,9695,11972,8361,5236,
所得税费用(万元),3103,301,5910,3162,2438,-114,3857,1773,1255,247,1970,1413,1178,95,1952,1496,1835,1290,1033,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),14537,1181,28415,15185,11074,-741,20890,9615,7048,1576,11025,7622,6462,466,10773,8199,10138,7071,4203,
归属于母公司所有者的净利润(万元),14538,1182,28412,15181,11074,-741,20899,9620,7053,1581,11040,7639,6469,466,10756,8184,10127,7063,4205,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-1,-1,3,3,-0,-0,-9,-5,-5,-5,-15,-17,-6,0,17,15,10,8,-3,
基本每股收益,0.24,0.02,0.48,0.26,0.19,-0.03,1.03,0.48,0.35,0.24,2.21,0.51,1.29,0.09,2.15,1.64,2.03,1.41,0.84,
稀释每股收益,0.24,0.02,0.47,0.25,0.18,-0.03,1.02,0.48,0.35,0.24,2.21,0.51,1.29,0.09,--,--,--,--,--,
