报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
营业总收入(万元),4200083,3178112,1186038,6138432,4965321,3820227,895458,5216286,3496633,1917514,745437,4763722,3148111,1731424,706729,3211906,2315209,1463521,655809,2985048,1660554,990704,557912,1465287,652773,384580,215923,596016,444667,356892,202829,288697,164802,115513,63756,134568,100480,79256,42003,234893,151581,90465,41515,59046,38042,22279,13492,29798,21107,12144,7322,
营业收入(万元),4200083,3178112,1186038,6138432,4965321,3820227,895458,5216286,3496633,1917514,745437,4763722,3148111,1731424,706729,3211906,2315209,1463521,655809,2985048,1660554,990704,557912,1465287,652773,384580,215923,596016,444667,356892,202829,288697,164802,115513,63756,134568,100480,79256,42003,234893,151581,90465,41515,59046,38042,22279,13492,29798,21107,12144,7322,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
营业总成本(万元),4206653,3164213,1175351,6117564,4943594,3799786,884249,5181408,3476237,1900200,739883,4736580,3129257,1720564,700516,3194552,2305070,1455108,654108,2965857,1647417,982669,554160,1455095,644385,362385,212796,579498,440374,352458,199001,280478,160369,111771,61491,133289,97463,77055,40755,231317,147136,87193,39982,54047,34019,19689,12034,25499,0,10827,6821,
营业成本(万元),4178915,3146336,1167945,6086509,4922471,3787268,879342,5173591,3473957,1903361,738723,4739708,3132037,1719951,702404,3195484,2302265,1454424,650256,2965349,1645729,980146,550844,1437360,632969,369547,209115,562859,425319,343678,195502,270173,152241,106455,58929,123301,90896,72524,38529,222663,142524,84593,38328,50521,31734,18446,11410,22976,0,9101,6362,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
