报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),9904,33799,25169,17138,8719,31005,22492,14403,7072,23703,16701,11324,5409,20064,15100,10101,4207,15081,14447,11043,
营业收入(万元),9904,33799,25169,17138,8719,31005,22492,14403,7072,23703,16701,11324,5409,20064,15100,10101,4207,15081,14447,11043,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),6801,22095,15858,10288,5106,17669,12625,7862,4021,12304,8692,5901,2825,10096,7663,5138,2215,8315,8238,5914,
营业成本(万元),4924,15031,10749,6841,3386,11861,8499,5238,2705,8751,6292,4263,1984,7432,5368,3684,1624,6092,6201,4286,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),126,494,402,293,137,363,238,154,84,307,221,150,75,256,188,125,60,203,195,95,
销售费用(万元),160,767,532,364,138,672,399,236,65,399,316,228,92,303,217,159,49,263,203,124,
管理费用(万元),1564,5717,4136,2797,1467,5263,3808,2503,1179,3113,2120,1369,653,2196,1939,1157,510,1722,1592,1244,
财务费用(万元),-29,81,62,16,-78,-619,-389,-318,-93,-349,-287,-152,-51,-119,-98,-60,-31,-24,-5,84,
资产减值损失(万元),55,5,-23,-22,56,129,69,48,81,83,30,43,72,27,50,71,3,59,51,81,
公允价值变动收益(万元),--,--,0,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
投资收益(万元),122,450,263,104,65,674,446,435,277,404,129,7,--,--,0,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-37,-112,-103,-103,-51,-35,-59,--,--,--,--,0,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3232,12553,9672,7031,3679,14010,10314,6976,3328,11803,8138,5429,2584,9969,7437,4963,1991,6766,6208,5130,
营业外收入(万元),5,43,187,123,46,241,134,110,28,321,206,201,68,456,315,20,4,51,290,649,
营业外支出(万元),16,2,2,2,2,17,5,5,--,5,5,3,--,--,0,--,--,0,--,--,
非流动资产处置损失(万元),--,--,--,--,2,5,--,--,--,0,0,0,--,--,0,--,--,--,--,--,
利润总额(万元),3221,12593,9857,7151,3722,14234,10442,7081,3356,12119,8340,5627,2652,10424,7752,4983,1995,6817,6499,5778,
所得税费用(万元),481,1652,1553,1122,571,2076,1563,1062,491,1793,1321,869,395,1557,1200,781,299,1026,973,980,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2741,10941,8303,6029,3152,12158,8879,6019,2864,10327,7019,4759,2257,8868,6552,4203,1696,5791,5526,4798,
归属于母公司所有者的净利润(万元),2742,11123,8428,6098,3175,12158,8879,6019,2864,10327,7019,4759,2257,8868,6552,4203,1696,5791,5526,4798,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,235,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-2,-182,-124,-68,-23,--,--,--,--,--,--,0,--,--,--,--,--,--,--,-0,
基本每股收益,0.15,0.6,0.45,0.33,0.17,0.65,0.48,0.32,0.39,1.44,0.99,0.69,0.31,1.5,1.11,0.71,0.29,0.98,0.93,0.81,
稀释每股收益,0.15,0.6,0.45,0.33,0.17,0.65,0.48,0.32,0.39,1.44,0.99,0.69,0.31,1.5,1.11,0.71,0.29,0.98,0.93,0.81,
