报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),39419,198388,121965,75809,34919,168822,95991,63490,31668,95343,51123,24086,11632,44775,26750,17628,7567,32550,21978,13951,5502,25737,18525,11957,5502,18307,9002,4938,
营业收入(万元),39419,198388,121965,75809,34919,168822,95991,63490,31668,95343,51123,24086,11632,44775,26750,17628,7567,32550,21978,13951,5502,25737,18525,11957,5502,18307,9002,4938,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),41286,187654,118484,74976,35320,165953,90871,60032,29344,84538,43485,19089,9728,33565,19298,12368,5652,22869,14446,9107,4124,18287,13547,9289,4517,13213,6324,4142,
营业成本(万元),31878,148662,95991,60221,28776,130801,76227,50709,25449,70077,34317,14109,7201,23878,13497,8644,3836,15554,10069,6386,2773,10672,7807,5089,2542,7317,3681,2195,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),393,1633,859,497,153,1311,505,367,178,829,492,275,113,568,358,224,96,284,171,102,38,243,174,118,47,93,41,30,
销售费用(万元),375,2194,1502,1060,353,863,350,235,95,275,101,12,4,100,65,52,17,39,20,--,--,--,--,--,--,--,--,--,
管理费用(万元),4641,18395,11889,7853,3785,12532,8291,5339,2259,9077,6416,3593,1752,7121,4301,2735,1382,5591,3360,2078,1035,4805,3308,2025,916,3094,1850,1342,
财务费用(万元),4008,11519,8129,5199,2394,7913,5309,3184,1362,3735,2313,1249,662,1699,1077,714,321,1186,827,541,278,2567,2259,2057,1012,2708,752,574,
资产减值损失(万元),-9,5251,114,146,-142,12534,188,198,-0,544,-153,-148,-5,198,--,--,-0,215,--,--,--,--,--,--,--,--,--,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),30,27,-9,-48,5,2219,2186,2178,24,278,17,--,--,245,-41,37,--,0,--,--,--,--,--,--,--,--,18,8,
对联营企业和合营企业的投资收益(万元),-5,--,-74,-91,-17,--,-36,-36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-1275,14659,3806,853,-396,5088,7306,5636,2348,11083,7655,4997,1904,11455,7411,5297,1915,9681,7533,4843,1378,7450,4978,2668,985,5094,2695,804,
营业外收入(万元),25,810,3915,2863,1587,4478,3271,1939,840,4628,3012,1849,565,4606,1977,1275,399,2391,943,237,1,2542,134,122,100,155,375,199,
营业外支出(万元),1,1392,221,70,13,707,24,8,5,325,312,297,33,54,13,10,0,232,181,57,0,384,100,100,100,116,114,2,
非流动资产处置损失(万元),--,--,163,26,2,17,2,2,--,5,5,4,--,4,3,0,--,51,41,41,--,66,-1,--,--,6,--,2,
利润总额(万元),-1251,14078,7499,3647,1178,8859,10554,7566,3183,15387,10355,6548,2435,16007,9376,6562,2314,11841,8295,5024,1378,9608,5011,2690,985,5134,2956,1001,
所得税费用(万元),1196,6661,3286,2180,1047,4003,1843,1394,744,1517,1224,637,345,2145,1232,797,263,578,675,362,136,584,211,166,70,8,-15,-86,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-2447,7418,4213,1466,131,4856,8712,6172,2439,13869,9131,5911,2090,13863,8143,5766,2051,11263,7620,4661,1242,9024,4799,2524,915,5125,2971,1087,
归属于母公司所有者的净利润(万元),-1631,9017,4517,1651,282,5837,8727,5911,2175,14045,9283,6067,2159,14008,8552,6001,2138,11604,7789,4692,1262,9050,4819,2540,923,5155,2971,1108,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
