报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),1097677,883238,500454,1532011,946928,623655,306071,1077301,861559,628556,323709,763713,466504,275314,133548,601636,388219,205821,100276,327578,236837,182094,102980,293072,255426,223269,97304,
营业收入(万元),1088120,875175,495985,1510678,946928,623655,306071,1077301,849040,620463,319739,763713,466504,275314,133548,601636,388219,205821,100276,327578,236837,182094,102980,293072,255426,223269,97304,
利息收入(万元),9477,7983,4405,20732,--,--,--,--,12240,7864,3838,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),79,79,63,601,--,--,--,--,279,229,132,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),1102735,871721,483485,1496426,931607,617397,301143,1027132,825884,600597,308212,745215,454186,266216,130238,591405,382526,199510,97739,319754,232151,177396,99918,283673,247176,217761,95180,
营业成本(万元),1009460,809322,452037,1347906,836701,550996,271146,937185,762192,560905,289818,680350,410294,237512,116114,558267,358946,184956,90552,289613,209339,160479,91153,252930,225363,197255,85992,
利息支出(万元),3076,2014,1173,5993,--,--,--,--,2021,1258,662,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),339,278,161,183,--,--,--,--,161,112,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
