报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),199869,128855,66839,226938,159790,101839,46035,216352,143305,94723,46331,189182,123694,80350,40098,152710,110943,71321,35897,122477,85683,56163,26087,100224,72615,47326,22628,84256,39379,64531,46657,29872,
营业收入(万元),199869,128855,66839,226938,159790,101839,46035,216352,143305,94723,46331,189182,123694,80350,40098,152710,110943,71321,35897,122477,85683,56163,26087,100224,72615,47326,22628,84256,39379,64531,46657,29872,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),184136,118397,60333,215657,150035,95698,42282,202144,133302,88593,43162,176809,114919,74027,37215,146435,103985,66643,33062,112902,78102,51126,23946,91074,65475,43157,20524,76687,36054,59024,43095,27730,
营业成本(万元),151129,98170,49873,175229,122798,79783,35708,169157,112503,74573,36002,148691,96041,62063,31064,120068,87618,56035,27686,94000,64896,42411,19539,76293,54765,35623,17037,64088,30052,47850,33897,22065,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
