报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),21974,14328,6259,27453,21179,12970,5116,22487,17040,10560,4331,20494,16569,13621,10769,
营业收入(万元),21974,14328,6259,27453,21179,12970,5116,22487,17040,10560,4331,20494,16569,13621,10769,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),17150,11327,5048,21071,15883,9772,3828,16219,12358,7892,2956,15351,12381,10221,8042,
营业成本(万元),12235,7902,3507,15236,11574,7081,2688,11906,8987,5692,2230,11122,8662,7214,5750,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),274,175,86,278,142,116,53,189,149,88,41,161,139,122,94,
销售费用(万元),1485,965,411,2207,1572,921,300,1526,1108,651,141,1504,1241,961,863,
管理费用(万元),2838,2007,852,3323,2197,1293,566,2505,1795,1209,509,2403,2224,1925,1314,
财务费用(万元),-33,-24,-15,-76,-45,-13,-8,98,90,64,34,83,26,-36,-12,
资产减值损失(万元),350,303,207,103,443,373,228,-5,228,187,--,79,89,34,33,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),309,177,87,85,--,--,--,--,--,--,--,12,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5491,3447,1299,6467,5296,3198,1288,6268,4682,2668,1375,5155,4188,3400,2727,
营业外收入(万元),20,22,163,1067,899,190,167,177,83,46,0,42,432,131,222,
营业外支出(万元),5,2,0,2,2,--,--,3,3,0,--,2,5,3,29,
非流动资产处置损失(万元),1,0,--,0,0,--,--,0,0,--,--,2,2,2,25,
利润总额(万元),5507,3467,1462,7532,6193,3388,1455,6442,4762,2713,1375,5195,4615,3529,2920,
所得税费用(万元),739,561,192,1067,928,528,207,913,663,370,207,730,650,492,417,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4768,2906,1269,6465,5266,2859,1248,5529,4099,2343,1168,4465,3965,3037,2503,
归属于母公司所有者的净利润(万元),4768,2906,1269,6465,5266,2859,1248,5529,4099,2343,1168,4465,3965,3037,2503,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,
基本每股收益,0.4,0.44,0.19,1.11,0.92,0.54,0.25,1.11,0.82,0.47,0.23,0.89,0.79,0.61,0.5,
稀释每股收益,0.4,0.44,0.19,1.11,0.92,0.54,--,1.11,0.82,0.47,--,0.89,0.79,0.61,0.5,
