报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),98791,376472,231017,163672,67986,247114,158829,111196,63315,257303,178219,115327,53840,271097,172404,109306,44497,167701,113873,75375,35126,131357,1169,715,356,1585,1178,782,429,3744,3382,2982,1982,3107,2022,806,351,3209,2760,2104,1376,6316,4863,3217,1786,6866,4423,2876,1613,
营业收入(万元),98791,376472,231017,163672,67986,247114,158829,111196,63315,257303,178219,115327,53840,271097,172404,109306,44497,167701,113873,75375,35089,131357,1169,715,356,1585,1178,782,429,3744,3382,2982,1982,3107,2022,806,351,3209,2759,2103,1376,6316,4863,3215,1786,6866,4423,2828,1613,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,--,1,1,0,--,--,2,0,--,0,48,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,--,--,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,--,--,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,--,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,--,--,--,--,0,--,--,
营业总成本(万元),88656,343040,210664,146961,56948,216926,133034,91504,50636,218018,144653,94749,43019,224052,136810,85199,34295,122834,80853,53654,24942,92622,1567,971,463,2029,1554,1048,540,8547,7949,7429,2036,3276,2323,1020,444,3802,2925,2200,1362,5237,4418,2920,1563,5712,3969,2790,1512,
营业成本(万元),73817,274338,169187,120034,45826,164754,102683,70380,40382,175262,119056,78432,35818,188853,116852,72133,29698,101849,67087,44427,21390,74746,1082,671,338,1539,1154,784,422,3625,3272,2900,1936,2927,1894,734,318,2746,2332,1749,1109,4181,3168,2013,1138,3983,2909,2074,1220,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,27,27,--,--,32,21,0,--,--,116,0,--,0,129,0,
