报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),57524,181581,119223,68627,34598,170173,119973,68596,30669,102215,67186,40049,16883,64903,39560,22408,10141,34693,23391,14243,5913,27380,19149,11344,4146,17269,11279,7228,3341,14080,9075,6006,8372,5626,3536,446,
营业收入(万元),57524,181581,119223,68627,34598,170173,119973,68596,30669,102215,67186,40049,16883,64903,39560,22408,10141,34693,23391,14243,5913,27380,19149,11344,4146,17269,11279,7228,3341,14080,9075,6006,8372,5626,3536,446,
利息收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业总成本(万元),36355,117030,71777,41038,18937,106164,69178,38713,19733,70780,47367,29018,13206,51371,29193,18549,9080,24312,15290,9475,4553,17388,12210,7612,2565,10692,6854,5077,2450,9715,6452,4117,5012,3046,1558,215,
营业成本(万元),20455,54444,28980,15746,6735,42177,24086,11992,5370,21823,13724,8331,4100,14270,8420,4986,2758,6964,2998,2026,1009,3122,2287,1301,391,1401,983,633,248,864,577,390,635,438,250,29,
利息支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业税金及附加(万元),574,1832,1249,715,515,2161,1550,922,416,1617,1056,650,245,1395,904,564,300,972,780,486,171,1749,1269,745,275,1156,763,470,--,938,622,398,535,348,216,16,
销售费用(万元),7788,26157,19178,11097,5417,25072,22535,12769,6704,20421,17495,10651,4155,14429,9053,5689,2729,5699,5481,2964,1420,5380,3890,2258,664,3798,2433,1521,890,3686,2529,1592,1815,1155,560,55,
管理费用(万元),8271,36053,23588,14502,6801,36233,21221,13226,7532,26540,15791,10014,5053,20637,12031,7877,3861,11872,6985,4416,2127,8790,5761,3791,1370,5893,3846,2511,1178,4281,2733,1738,2002,1057,561,111,
财务费用(万元),-742,-1963,-1593,-1143,-641,-1313,-928,-732,-349,-717,-869,-630,-305,-1119,-1216,-566,-313,-1815,-1126,-535,-175,-2064,-1269,-711,-133,-2093,-1296,-190,-150,-213,-98,-7,-8,-6,-54,-0,
资产减值损失(万元),8,506,374,122,109,1833,713,537,60,1097,170,1,-42,1759,1,-1,-255,620,171,118,1,412,272,229,-2,536,125,131,61,159,90,5,34,53,25,5,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,--,0,0,
投资收益(万元),28,1710,1593,1567,1553,4255,1159,705,848,1249,910,664,456,726,22,-4,-1,42,-7,-7,-4,-5,1,2,--,--,--,--,--,--,--,0,9,--,0,0,
对联营企业和合营企业的投资收益(万元),-13,--,196,170,-68,981,1159,705,848,734,841,596,414,113,-5,-4,-1,-10,-7,-7,-4,-5,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业利润(万元),21387,67486,49191,29235,17214,68264,51954,30588,11785,32684,20728,11695,4133,14258,10389,3855,1061,10424,8094,4761,1355,9987,6940,3733,1580,6577,4424,2151,891,4365,2623,1890,3368,2580,1978,231,
营业外收入(万元),131,1110,1025,273,111,2582,2299,1766,281,1019,747,211,62,2256,274,256,179,915,523,309,309,616,453,201,--,674,433,433,378,744,611,468,185,103,102,0,
营业外支出(万元),27,140,91,27,21,419,238,111,134,680,205,128,62,519,38,25,9,71,31,15,5,29,19,12,5,23,11,7,3,17,12,9,21,6,4,0,
非流动资产处置损失(万元),--,43,9,9,4,167,108,11,10,387,3,0,0,13,5,5,1,23,8,--,0,2,0,2,--,--,--,--,--,--,--,0,0,--,0,0,
利润总额(万元),21491,68457,50124,29481,17304,70427,54015,32243,11932,33023,21270,11778,4134,15996,10625,4085,1231,11268,8586,5055,1659,10574,7374,3922,1575,7228,4846,2576,1267,5092,3222,2349,3532,2677,2076,231,
所得税费用(万元),3120,7018,4743,3919,2507,9209,7218,4418,1521,1953,1532,997,321,-42,982,333,70,1018,944,594,225,1360,873,448,221,859,595,297,143,551,265,245,396,291,263,-1,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
净利润(万元),18372,61439,45381,25562,14797,61218,46797,27826,10411,31070,19739,10781,3814,16037,9643,3752,1161,10250,7642,4462,1434,9214,6501,3475,1354,6369,4251,2280,1124,4542,2957,2103,3135,2385,1813,232,
归属于母公司所有者的净利润(万元),15998,51234,37090,22616,13178,52101,39598,25082,9260,28560,18216,10154,3515,15684,9584,3752,1161,10250,7642,4462,1434,9214,6501,3475,1354,6369,4251,2280,1124,4542,2957,2103,3135,2385,1813,232,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,--,--,--,0,--,0,0,
少数股东损益(万元),2374,10205,8291,2946,1620,9117,7199,2744,1151,2510,1523,626,299,354,59,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,--,0,0,
基本每股收益,0.23,0.74,0.54,0.33,0.19,0.76,0.58,0.37,0.31,0.98,0.62,0.35,0.12,0.54,0.33,0.13,0.09,0.78,0.58,0.34,0.11,0.7,0.49,0.26,0.1,0.48,0.32,0.17,0.19,0.91,0.63,0.47,0.71,0.54,1.27,0.7,
稀释每股收益,0.23,0.74,0.54,0.33,0.19,0.76,0.58,0.37,0.31,0.97,0.62,0.35,0.12,0.54,0.33,0.13,0.09,0.78,0.58,0.34,0.11,0.7,0.49,0.26,0.1,0.48,0.32,0.17,0.19,0.91,0.63,0.47,0.71,0.54,1.27,0.7,
