报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),80510,48767,23648,111882,80057,55076,29457,102849,71627,49037,22003,76867,42688,28950,16517,65785,44877,28566,14705,55949,34732,22244,10127,43280,29135,18655,8734,37166,27660,19179,9690,35732,25299,14563,6545,30869,22324,13465,5714,26258,18885,12095,23347,16618,9662,16344,13689,9316,
营业收入(万元),80510,48767,23648,111882,80057,55076,29457,102849,71627,49037,22003,76867,42688,28950,16517,65785,44877,28566,14705,55949,34732,22244,10127,43280,29135,18654,8734,37166,27660,19179,9690,35732,25299,14559,6545,30869,22324,13465,5714,26258,18885,12095,23347,16618,9662,16344,13689,9316,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,3,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
营业总成本(万元),75986,47707,23637,106406,65137,42706,22163,83065,55357,36923,16673,63303,35830,23709,12745,59134,37292,24261,12637,52091,30971,19988,9065,40371,26060,16483,7264,29559,22348,14583,7334,23927,16382,9923,4472,21917,14835,8720,3715,18378,12285,7572,15170,10672,6179,10024,10348,7621,
营业成本(万元),36649,22997,11537,48132,30783,19874,11045,36474,25549,17087,7767,32343,18861,12514,6915,38393,24293,15751,8688,29667,16103,9711,3831,21211,13178,8404,3452,16568,11796,7660,3996,13701,9732,5801,2505,13494,9045,4996,2177,11444,7460,4648,9880,6871,3904,6549,7581,5387,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
研发费用(万元),10718,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
营业税金及附加(万元),452,278,140,1030,737,632,139,734,408,357,152,645,330,240,102,712,656,445,196,1246,971,688,357,1315,1019,631,337,986,989,694,337,1094,858,485,230,870,704,436,198,687,494,297,546,345,171,375,188,70,
销售费用(万元),13514,8301,3820,16921,11833,7920,3771,13402,8588,5147,2390,7974,4048,2732,1189,5341,3551,2313,1097,5166,3691,2555,1128,5875,4280,2861,1303,4704,2791,1919,787,3034,2084,1297,664,2936,2012,1313,616,2298,1530,964,1688,1265,852,947,552,268,
管理费用(万元),13384,15637,7970,31733,22224,14204,7194,30438,20180,13810,6428,22345,13052,8427,4558,15078,9741,6435,3141,15254,10650,7162,3786,12786,8015,4818,2295,7987,7118,4597,2355,6718,4193,2685,1269,5901,3896,2566,1055,4356,2776,1679,3211,2338,1226,2314,1838,1429,
财务费用(万元),-492,-463,-319,-829,-731,-340,-222,-544,-274,-99,-126,-535,-744,-550,-201,-1050,-773,-514,-266,-979,-651,-365,-166,-901,-751,-476,-275,-867,-589,-396,-204,-834,-669,-409,-209,-1214,-992,-665,-331,-385,34,-23,-94,-82,27,-31,94,94,
资产减值损失(万元),1762,959,488,9420,291,416,237,2562,905,622,63,532,282,345,181,661,-177,-168,-218,1737,207,237,129,86,318,246,151,181,244,109,63,215,184,64,14,-68,170,72,--,-21,-8,8,-62,-65,0,-129,96,374,
公允价值变动收益(万元),0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
投资收益(万元),-377,-354,-303,455,186,357,80,-124,-546,-138,-194,7663,7907,7924,8068,147,-155,-151,-41,-5,--,--,--,114,116,61,101,-235,-199,-142,--,372,240,232,110,490,369,210,86,176,125,77,133,42,6,83,357,72,
对联营企业和合营企业的投资收益(万元),-587,-543,-271,-171,-481,-276,-37,-1362,--,-453,-366,-1236,--,--,--,-195,--,--,--,-5,--,--,--,2,4,-51,--,-265,-199,--,--,316,240,232,110,490,369,210,86,176,125,--,133,42,0,83,357,72,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,
营业利润(万元),5025,1271,-275,7156,15106,12727,7373,19660,15724,11976,5135,21227,14765,13166,11839,6798,7430,4154,2027,3852,3761,2257,1062,3022,3191,2233,1571,7372,5113,4454,2356,12176,9157,4872,2183,9442,7858,4955,2085,8056,6725,4599,8310,5989,3489,6403,3698,1767,
营业外收入(万元),88,57,470,35,1155,1040,464,3528,3229,2856,2662,2113,1072,617,176,2128,1235,869,687,1823,752,577,246,1750,1217,957,424,1558,804,731,383,745,570,465,38,840,190,190,20,1231,1065,1048,285,271,139,129,192,105,
营业外支出(万元),114,56,31,171,219,37,12,444,411,29,1,21,12,3,3,168,39,13,10,106,38,1,0,113,7,4,3,4,2,1,--,152,119,110,51,26,--,0,--,64,54,54,25,15,0,27,11,5,
