报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),29396,145429,84102,51318,19448,91234,58577,41912,15153,63618,43973,31524,12645,53970,35112,23709,7472,47374,24906,43608,38246,
营业收入(万元),29396,145429,84102,51318,19448,91234,58577,41912,15153,63618,43973,31524,12645,53970,35112,23709,7472,47374,24906,43608,38246,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),27115,128763,73422,43879,17423,77022,48764,34399,13081,55931,37559,25992,11104,43328,27550,18420,6487,37758,18845,34532,30660,
营业成本(万元),23546,109575,63264,37944,14817,63213,38987,27782,10784,46606,32556,22482,9387,36737,22762,15624,5039,29919,13560,28183,25535,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),216,1000,583,348,165,684,347,236,166,665,414,291,62,518,309,173,21,774,394,1206,1365,
销售费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
管理费用(万元),3499,17578,8896,5573,2683,10975,7392,4643,2200,8367,5006,3273,1717,6382,4940,3167,1450,6235,4567,5022,3668,
财务费用(万元),-30,-106,-276,-264,-60,630,356,265,219,-1022,-814,-436,-53,-74,-54,-37,-26,-108,-77,-91,-65,
资产减值损失(万元),-116,716,955,278,-182,1520,1683,1472,-288,1316,396,382,-9,-235,-407,-507,3,938,400,213,156,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),459,2286,1993,1547,295,495,175,202,10,383,-12,-9,-1,-10,-11,-11,-11,8,-4,-35,480,
对联营企业和合营企业的投资收益(万元),-64,-112,-163,-250,-66,-221,-25,2,10,-17,-12,-9,-1,-10,-11,-11,-11,8,-4,17,306,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2741,20015,12673,8986,2320,14707,9988,7716,2081,8070,6401,5522,1540,10632,7550,5277,974,9623,6058,9041,8066,
营业外收入(万元),86,101,1061,134,106,778,155,105,3,766,582,90,87,579,320,221,210,800,502,1059,68,
营业外支出(万元),7,111,47,21,2,285,55,38,22,214,6,5,1,3,1,0,-0,15,12,10,39,
非流动资产处置损失(万元),--,--,16,6,1,39,9,7,3,9,5,4,1,3,2,1,1,3,1,9,13,
利润总额(万元),2819,20005,13686,9099,2424,15201,10089,7783,2062,8622,6977,5608,1626,11209,7869,5498,1185,10408,6548,10091,8095,
所得税费用(万元),557,3765,2228,1615,583,2578,1912,1403,354,1717,1109,876,325,1794,1358,849,200,1682,1106,1667,1385,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2262,16240,11459,7485,1841,12622,8177,6379,1708,6905,5868,4731,1301,9415,6510,4648,984,8726,5442,8424,6709,
归属于母公司所有者的净利润(万元),2036,15053,10833,7148,1778,12115,8100,6258,1620,6768,5744,4625,1223,9142,6334,4540,949,8507,5317,8224,6541,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),226,1187,626,336,63,508,77,121,88,137,123,106,78,272,176,109,35,219,124,200,169,
基本每股收益,0.07,0.55,0.4,0.26,0.07,0.48,0.33,0.26,0.13,0.56,0.48,0.39,0.2,2.03,1.41,1.01,0.21,1.89,1.18,1.83,2.33,
稀释每股收益,0.07,0.55,0.4,0.26,0.06,0.47,0.33,0.26,0.13,0.56,0.48,0.39,0.2,2.03,1.41,1.01,0.21,1.89,1.18,1.83,2.33,
