报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),63054,43730,16210,62137,29479,16595,7871,67602,32645,14932,7270,50892,23667,14683,6369,30498,12543,7545,3308,20666,11670,7754,2688,19442,16391,12885,7612,
营业收入(万元),63054,43730,16210,62137,29479,16595,7871,67602,32645,14932,7270,50892,23667,14683,6369,30498,12543,7545,3308,20666,11670,7754,2688,19442,16391,12885,7612,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),66572,46693,17401,93507,35378,20272,9897,60629,33317,18104,8714,44094,22889,14959,7178,25219,12291,7305,3318,15189,9025,5945,2251,14152,11851,9239,4908,
营业成本(万元),43552,30597,10515,39666,18020,9274,4471,35873,17869,9307,4487,27354,13461,9102,4450,16969,7178,4352,2115,9964,5635,3583,1323,8887,7273,5722,2918,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),5095,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),624,376,165,760,429,218,131,731,215,54,31,334,126,44,19,127,57,52,16,271,127,107,18,328,240,173,139,
销售费用(万元),6325,4483,2091,11390,6421,4346,1933,8554,4772,2767,1232,5697,2762,1651,681,3562,2201,1300,566,2280,1489,1017,467,2550,2102,1719,788,
管理费用(万元),6026,7901,4064,12678,9798,6192,3017,12488,9470,5940,2877,8919,5850,3811,1932,4003,2530,1419,579,2462,1696,1060,471,2447,2303,1705,956,
财务费用(万元),932,607,252,722,396,260,135,285,268,121,25,481,315,158,51,-91,-111,-62,-21,-97,-76,-69,-21,-141,-82,-208,73,
资产减值损失(万元),4019,2729,314,28291,314,-18,212,2699,723,-84,62,1310,374,193,46,649,437,244,62,310,153,247,-6,81,15,128,35,
公允价值变动收益(万元),--,--,--,11099,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),5790,2114,-71,-947,-399,-165,-100,71,219,269,-15,-12,-36,-16,-4,29,46,52,--,--,--,--,--,--,--,--,50,
对联营企业和合营企业的投资收益(万元),-242,-242,-98,-742,-184,-170,-103,-231,-15,35,-15,-12,-36,-16,-4,-23,--,--,--,--,--,--,--,--,--,--,50,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2739,-594,-1227,-20189,-5416,-3184,-2126,7044,-453,-2903,-1459,6786,742,-293,-813,5308,299,292,-10,5477,2645,1808,437,5290,4540,3646,2754,
营业外收入(万元),733,538,382,766,1009,110,225,1615,740,454,135,1554,459,199,5,788,348,322,150,794,344,342,2,1050,754,309,332,
营业外支出(万元),1111,1110,1,15,14,13,13,8,2,0,--,54,10,10,1,9,1,1,1,4,3,3,--,3,4,9,9,
非流动资产处置损失(万元),--,--,--,--,1,0,0,2,0,0,--,1,1,1,0,9,1,1,1,4,3,3,--,3,1,9,2,
利润总额(万元),2361,-1166,-847,-19439,-4420,-3087,-1914,8651,285,-2450,-1324,8286,1190,-103,-809,6087,646,614,140,6267,2986,2148,439,6338,5289,3946,3078,
