报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),52682,25432,115295,75924,49561,23975,54865,32461,19614,8243,42597,25936,17048,6938,40565,24840,16650,6735,37801,36109,33657,
营业收入(万元),52682,25432,115295,75924,49561,23975,54865,32461,19614,8243,42597,25936,17048,6938,40565,24840,16650,6735,37801,36109,33657,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),48499,22634,99451,69261,46340,21902,51112,31920,20646,8695,39016,24740,16736,7137,37753,24271,16571,6999,35386,33140,30877,
营业成本(万元),26630,12016,58873,41180,26919,13132,28009,16347,10868,4808,21518,12568,8729,3484,20970,11941,8693,3490,19925,20190,20668,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),624,250,1296,691,458,145,560,276,148,74,565,263,192,65,485,295,191,57,500,619,545,
销售费用(万元),5390,2269,10819,7589,4849,1950,6715,4868,3282,1211,4698,3507,2460,1071,4901,3601,2487,1009,4448,3689,2691,
管理费用(万元),13430,7115,26814,18952,12955,6296,15771,10806,6843,3157,11395,7636,5014,2536,10491,7745,5056,2388,9509,8052,6452,
财务费用(万元),338,90,-198,-283,-393,-267,-758,-627,-460,-166,-355,-226,-134,-58,-87,-47,-40,-22,-57,-50,-44,
资产减值损失(万元),2088,894,1848,1131,1552,647,815,250,-35,-388,1194,992,475,39,993,736,185,76,1061,640,566,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),538,179,473,15,-20,-44,111,-65,-25,-7,-237,-145,-76,--,-21,-22,-14,--,-8,8,--,
对联营企业和合营企业的投资收益(万元),415,85,357,15,-20,-44,111,-65,-25,-7,-237,-145,--,--,-21,-22,--,--,-8,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7379,5143,20123,8225,4293,2029,3864,476,-1057,-459,3344,1051,236,-199,2790,547,66,-264,2407,2977,2779,
营业外收入(万元),--,0,43,206,32,661,3550,1654,756,546,2552,1234,697,554,2903,1494,929,499,2986,2092,2591,
营业外支出(万元),48,9,102,54,22,1,28,22,15,8,66,41,19,12,81,53,33,20,35,40,49,
非流动资产处置损失(万元),--,--,--,5,1,--,0,0,0,0,12,12,--,--,30,20,--,--,--,1,31,
利润总额(万元),7331,5134,20064,8377,4303,2688,7386,2109,-316,78,5830,2244,914,343,5612,1988,961,216,5357,5029,5321,
所得税费用(万元),1032,625,3186,1330,801,453,675,21,-5,1,861,331,176,125,854,359,242,113,787,624,604,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6298,4509,16878,7046,3503,2235,6711,2087,-311,77,4968,1913,738,218,4758,1628,719,102,4570,4405,4716,
归属于母公司所有者的净利润(万元),6116,4417,16324,6739,3269,2075,6300,2044,-310,77,4968,1918,738,222,4758,1638,725,106,4573,4405,4716,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),182,91,554,307,234,160,410,43,-2,-0,0,-6,0,-5,1,-9,-6,-3,-3,--,--,
基本每股收益,0.13,0.19,0.7,0.29,0.14,0.09,0.31,0.1,-0.01,0.01,0.82,0.33,0.14,0.04,0.93,0.32,0.14,0.02,0.9,0.86,0.94,
稀释每股收益,0.13,0.19,0.7,0.29,0.14,0.09,0.31,0.1,-0.01,0.01,0.81,0.33,0.14,0.04,0.93,0.32,0.14,0.02,0.9,0.86,0.94,
