报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),184828,809510,584689,389585,186616,542182,358392,238766,112083,466145,345816,234214,108346,440225,322234,211413,99861,393561,284398,186179,87788,341600,249487,162153,79927,296841,252566,222390,
营业收入(万元),184828,809510,584689,389585,186616,542182,358392,238766,112083,466145,345816,234214,108346,440225,322234,211413,99861,393561,284398,186179,87788,341600,249487,162153,79927,296841,252566,222390,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),167369,717160,502066,342852,159894,450543,283986,195847,89470,389672,277624,189958,85899,365499,261386,175446,79265,332360,238722,151778,69389,288611,209391,130423,64866,254507,217018,191401,
营业成本(万元),132236,560708,394647,266249,126209,347425,222837,151342,70355,295139,216863,147939,66705,286744,205577,135253,61636,252755,181650,113333,52077,214564,159753,99714,49637,194133,168499,147921,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),519,3835,2770,2252,1034,4535,2833,2042,902,3700,2998,2134,904,4529,3427,2409,1023,9311,7763,5628,2538,7697,5736,3748,1706,5776,4110,5889,
销售费用(万元),13831,64403,41747,30181,13983,43089,24177,15410,7008,34977,21616,14404,6258,22282,15814,10801,5050,20773,14752,10041,3730,21124,13082,7970,3868,14769,13929,8804,
管理费用(万元),20217,87964,61668,42956,17215,60897,36296,24279,10584,51234,32040,21589,9935,43366,29037,20066,9649,42081,28751,19518,9426,39075,25438,15888,8202,34035,27188,24076,
财务费用(万元),877,-2198,-1357,-440,375,-6237,-3716,1444,152,3721,2954,3120,1918,8171,6237,5468,1603,6955,5238,2625,1262,6029,4802,2549,1141,4522,2645,3828,
资产减值损失(万元),-311,2447,2592,1654,1077,834,1560,1329,469,900,1153,771,179,406,1294,1449,304,486,568,633,355,123,581,554,312,1271,647,882,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),346,605,1181,703,381,1460,1297,1011,549,2238,2141,1424,718,2968,2177,1598,394,2656,2192,1309,769,2487,1718,885,916,2007,1572,2533,
对联营企业和合营企业的投资收益(万元),346,605,1181,703,--,1456,--,--,--,2225,--,--,--,2721,--,1356,--,2418,--,1180,--,2281,1544,--,916,2006,1492,1208,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),18195,96737,83805,47436,27102,93099,75703,43930,23162,78712,70332,45680,23165,77694,63025,37565,20990,63857,47868,35711,19168,55475,41814,32614,15976,44342,37120,33522,
营业外收入(万元),3082,15867,11789,6621,2786,15335,4800,2971,1592,8061,4757,3052,1630,8876,7475,5137,1744,12167,4946,3118,1099,8357,5554,2538,1449,9084,8588,7133,
营业外支出(万元),146,2173,1249,901,289,1484,616,414,146,1483,1293,1101,165,1660,986,657,213,3099,680,907,468,2287,1458,1150,478,975,1304,1001,
非流动资产处置损失(万元),--,--,479,327,4,843,188,131,61,786,632,819,38,512,529,390,79,2378,137,586,7,1892,1041,979,427,653,810,747,
利润总额(万元),21130,110432,94346,53156,29598,106951,79887,46487,24608,85290,73796,47631,24630,84911,69514,42044,22520,72924,52134,37921,19799,61545,45910,34002,16948,52450,44405,39654,
所得税费用(万元),50,97,245,58,30,128,248,168,66,144,116,74,36,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),21080,110335,94101,53098,29569,106822,79639,46319,24542,85146,73681,47556,24594,84898,69514,42044,22520,72924,52134,37921,19799,61545,45910,32220,16948,52450,44405,39654,
归属于母公司所有者的净利润(万元),13568,78347,69571,38017,20552,87404,73346,41950,22345,77422,67186,42963,22110,77789,63310,37819,20983,69086,48964,36197,18716,58898,43941,30438,16112,50113,42686,38359,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),7512,31988,24530,15081,9017,19418,6293,4369,2198,7724,6494,4594,2484,7108,6205,4226,1537,3839,3169,1725,1083,2647,1969,1782,836,2337,1719,1295,
基本每股收益,0.03,0.2,0.18,0.1,0.05,0.23,0.19,0.14,0.07,0.28,0.25,0.17,0.09,0.33,--,0.16,--,0.29,--,0.15,--,0.25,0.19,--,0.07,0.22,0.19,0.17,
稀释每股收益,0.03,0.2,0.18,0.1,0.05,0.23,0.19,0.14,0.07,0.28,0.25,0.17,0.09,0.33,--,0.16,--,0.29,--,0.15,--,0.25,0.19,--,0.07,0.22,0.19,0.17,
