报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),1359509,851815,297273,1528558,985845,591912,219933,1250186,881785,576537,159194,1070383,582887,272218,131119,918398,619222,389261,166943,915205,615262,377506,174820,582801,404431,257470,101266,565546,435183,281242,136331,495804,342694,223759,107260,369118,252044,398569,317374,
营业收入(万元),1359509,851815,297273,1528558,985845,591912,219933,1250186,881785,576537,158830,1070383,582887,272218,131119,918398,619222,389261,166943,915205,615262,377506,174820,582801,404431,257470,101266,565546,435183,281242,136331,495804,342694,223759,107260,369118,252044,398569,317374,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
营业总成本(万元),1345034,843949,294459,1526629,987359,594393,219154,1245898,887016,582572,164630,1089960,594294,279714,137164,943349,629365,396259,168578,909926,610355,372979,171406,598997,421263,276352,110325,564369,428652,276647,133902,486337,335329,216575,102281,352034,243710,381249,288019,
营业成本(万元),1250199,789349,269289,1425700,921946,552239,200388,1157826,829613,544882,147038,1010560,540929,246129,119935,859430,575675,361900,152567,833956,555286,337274,154560,504060,352265,231120,88013,484136,371883,240634,117445,420437,292332,188272,89010,301245,207522,323512,245042,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
研发费用(万元),12350,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
