报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),15637,9764,4960,25605,20053,12076,6059,32785,25586,39506,19601,46425,46322,38847,
营业收入(万元),15637,9764,4858,25605,20053,12076,5965,32785,25586,39506,19601,46425,46322,38847,
利息收入(万元),--,--,102,--,--,--,94,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),13928,8785,4592,21961,17363,10364,5456,27965,21554,33035,15946,40322,40713,34880,
营业成本(万元),9974,6125,3080,16661,13192,7654,3893,22141,16966,26966,13214,33503,33724,28596,
利息支出(万元),--,--,3,--,--,--,3,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,2,--,--,--,2,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),304,202,101,298,102,72,39,197,148,222,114,1038,1582,1304,
销售费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
管理费用(万元),3894,2650,1406,5578,4344,2873,1520,6156,4702,6278,2829,5945,5518,4987,
财务费用(万元),-253,-202,--,-566,-325,-258,--,-471,-311,-381,-225,-150,-20,72,
资产减值损失(万元),9,9,--,-11,50,23,--,-57,49,-50,13,-14,-90,-79,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),592,279,--,--,--,--,--,--,--,--,--,--,--,-24,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2301,1258,367,3644,2690,1712,603,4820,4032,6471,3655,6103,5609,3943,
营业外收入(万元),225,207,9,2336,2319,2299,7,292,154,68,30,366,271,72,
营业外支出(万元),21,1,0,5,4,4,4,12,9,49,3,39,42,28,
非流动资产处置损失(万元),1,1,--,1,0,0,--,3,0,4,2,10,35,18,
利润总额(万元),2505,1465,375,5976,5004,4007,606,5100,4177,6490,3681,6430,5838,3987,
所得税费用(万元),383,235,54,923,782,621,90,838,688,1010,576,959,979,697,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2122,1230,321,5053,4222,3386,516,4261,3489,5481,3106,5470,4859,3290,
归属于母公司所有者的净利润(万元),2135,1245,330,5076,4247,3403,516,4302,3533,5499,3098,5455,4839,3264,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-14,-15,-9,-23,-24,-17,--,-40,-44,-18,8,15,19,26,
基本每股收益,0.16,0.09,0.02,0.51,0.42,0.34,0.05,0.43,0.35,0.55,0.31,0.55,--,--,
稀释每股收益,0.16,0.09,0.02,0.51,0.42,0.34,0.05,0.43,0.35,0.55,0.31,0.55,--,--,
