报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),65308,260014,191483,126988,59477,215167,145449,101314,52015,204692,151348,105301,53599,245806,183424,126285,62265,233065,162576,109072,57261,249847,181208,124417,218551,143217,88437,
营业收入(万元),65308,260014,191483,126988,59477,215167,145449,101314,52015,204692,148368,105301,52668,245806,170932,126285,57288,233065,154428,109072,53792,249847,181208,124417,218551,143217,88437,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,2981,--,932,--,12491,--,4976,--,8148,--,3469,--,--,--,--,--,--,
营业总成本(万元),61512,238302,177057,117998,55994,211729,144259,100159,51479,198800,147554,101665,52743,234589,175457,118899,58534,215853,150727,100595,52418,229580,167404,113896,196089,129924,86464,
营业成本(万元),47221,179714,133720,87338,41278,155669,104795,72349,37003,141254,104294,72916,38135,170640,117497,86674,38686,159123,104174,74396,36850,171321,122926,84651,144734,94145,59612,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,1010,--,369,--,10423,--,4261,--,6652,--,1409,--,--,--,--,--,--,
营业税金及附加(万元),1298,5068,3859,2521,1116,6023,4288,3496,1641,6843,4974,3267,1562,6653,5063,3417,1644,6340,4601,2983,1447,6174,4714,3313,5310,4339,3659,
销售费用(万元),5944,23805,18124,12879,6279,22471,14449,9928,4834,19949,14268,9383,4621,20942,15975,10887,5303,19670,13397,8736,4678,19398,13880,9406,18733,14553,10572,
管理费用(万元),4493,17153,12070,8028,4115,16578,12784,8872,4714,16213,11952,7899,4258,18557,13533,9262,4832,18906,13730,8741,5046,18965,13773,8416,16219,11728,7392,
财务费用(万元),2041,8664,6728,4897,2372,10564,8045,5644,2892,13853,10765,7476,3799,16078,12337,7938,3808,11465,7488,5194,2989,13652,11323,7342,11054,5120,5278,
资产减值损失(万元),515,3899,2556,2335,834,423,-103,-131,396,688,290,725,--,1719,628,720,--,350,684,543,--,70,786,768,40,39,-50,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),59,391,366,294,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-10,--,--,
