报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),70784,297677,198724,122563,50120,273670,185494,121693,56777,233476,164661,113864,52489,224010,164540,113431,52382,195686,133080,86461,38930,144546,102390,66560,31466,114523,80948,55160,26589,111333,77948,52363,25875,102552,73135,49086,23177,92782,67170,46712,22862,84515,58086,38568,20405,76931,59082,40893,24148,
营业收入(万元),70784,297677,198724,122563,50120,273670,185494,121693,56777,233476,164661,113864,52489,224010,164540,113431,52382,195686,133080,86461,38930,144546,102390,66560,31466,114523,80948,55160,26589,111333,77948,52363,25875,102552,73135,49086,23177,92782,67170,46712,22862,84515,58086,38568,20405,76931,59082,40893,24148,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,
营业总成本(万元),63362,264107,172418,105239,44370,241393,154474,99932,47612,202662,139919,96331,46421,189939,135528,92497,45089,176374,114715,72271,33351,130258,87404,56079,26749,105835,69091,47105,22444,100547,68143,46590,23701,90185,61133,41792,20467,85554,62141,40809,21130,78565,53102,34643,19241,68670,54480,36315,20094,
营业成本(万元),19240,87066,60217,38518,16164,79291,52552,35847,16996,72485,51886,40999,18942,69378,49571,33295,15575,62744,43428,27667,11934,49903,33053,22994,11590,41272,28227,19107,8670,35686,24271,16024,7754,35737,23796,16681,9366,34289,24488,16906,9675,31441,19361,12894,9337,26646,22277,14180,9598,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,
营业税金及附加(万元),1565,6255,4352,2673,1158,5393,2859,1868,866,3579,2451,1620,820,3174,2384,1602,784,2709,1837,1160,512,2095,1575,1041,477,1509,1061,740,326,1392,1044,727,320,1514,1104,723,270,1435,1017,684,308,1323,893,561,228,1299,875,574,211,
销售费用(万元),35756,138882,91219,53803,22414,113575,78856,48721,22975,91242,64444,41264,20906,89325,64638,44313,22396,82225,53540,32181,16259,59026,41690,24945,11051,41857,28422,20308,10982,45792,32112,21832,11664,35938,27639,17753,7842,34516,26306,16026,7772,29804,22314,14343,6631,24229,21111,14625,7343,
管理费用(万元),5710,32779,16152,9926,4258,36747,17541,11579,5292,35483,20579,11622,4675,30126,18141,12189,4182,26235,15655,10478,3807,19864,12054,7359,3591,16945,12447,7222,3049,16153,9424,6110,3189,16201,8936,5690,2902,14505,8664,5748,2817,12683,7627,4942,2204,6766,6836,4469,2134,
财务费用(万元),71,-3297,-746,-281,-56,973,1242,891,483,-734,-1292,-713,-316,-3415,-1393,-460,-106,-1865,-946,-52,103,-1786,-968,-438,-61,-2452,-1380,-643,-101,-1084,-1014,-409,-70,-1513,-1263,24,57,1302,1205,985,409,3339,3070,2066,840,3109,2555,1640,807,
资产减值损失(万元),1021,2422,1224,600,432,5414,1424,1026,1000,607,1851,1540,1394,1352,2188,1558,2259,4327,1201,836,736,1157,2,178,101,6704,314,371,-481,2608,2307,2307,844,2309,921,921,30,-493,460,461,150,-25,-163,-163,0,6621,827,827,0,
公允价值变动收益(万元),-3056,-874,400,1533,586,-729,-798,-1476,-1447,600,-1108,1405,956,767,564,-668,-1184,63,-91,-1296,-394,1331,565,1092,709,-1816,-1099,-319,-127,136,-211,-727,-57,1077,207,361,309,-946,-499,-666,-205,443,446,320,99,1104,618,598,0,
投资收益(万元),26235,148118,110650,73999,35994,131520,101002,65210,29401,224038,178640,147622,52347,107226,64759,35683,17517,93090,51702,30431,14694,48275,40250,32986,13674,230571,219652,36162,16806,111714,80200,52978,32902,126838,88406,59056,29683,80664,62204,46822,25149,193482,163166,94270,36664,41517,25701,19255,5821,
对联营企业和合营企业的投资收益(万元),24857,139346,102286,69121,34236,128755,99082,64666,28875,222847,177868,146901,51819,106110,64567,35664,17514,59842,50091,29137,14471,44985,37968,30837,13664,227310,216772,33281,16494,99854,67836,40653,21566,120772,81531,52455,29270,81063,62481,46762,25143,195571,162998,--,36664,41309,26026,--,5975,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,0,--,0,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,
营业利润(万元),33619,192681,137355,92856,42330,163068,131225,85494,37119,255451,202274,166562,59371,142064,94334,55949,23626,112465,69976,43324,19879,63894,55800,44559,19101,237443,230411,43898,20824,122636,89794,58023,35019,140281,100614,66710,32703,86947,66734,52058,26676,199875,168596,98515,37928,50883,30921,24432,9875,
营业外收入(万元),136,1014,4583,2320,926,11604,2782,2057,562,12317,3894,2829,437,6880,2187,1625,344,7778,2804,1285,310,5508,1552,389,38,9344,2906,1788,872,7842,623,212,86,2221,1004,381,171,4925,3086,732,402,4495,526,378,103,1885,863,593,17,
营业外支出(万元),7,392,454,256,5,664,364,140,31,737,104,62,40,416,157,106,15,1159,151,80,16,1145,733,371,35,599,122,82,21,1547,830,148,53,1372,929,275,141,983,598,455,10,975,685,514,115,473,258,118,21,
非流动资产处置损失(万元),--,--,207,21,3,356,108,32,18,294,41,30,23,192,34,17,12,972,57,35,7,795,650,312,23,366,63,33,17,314,141,65,27,963,636,239,136,785,419,411,4,429,198,174,11,202,65,46,0,
利润总额(万元),33749,193303,141483,94920,43251,174009,133643,87411,37650,267031,206064,169329,59768,148527,96364,57468,23955,119084,72629,44529,20173,68258,56619,44577,19104,246189,233195,45604,21675,128931,89587,58086,35052,141131,100689,66816,32732,90888,69221,52336,27068,203394,168436,98379,37916,52295,31527,24907,9872,
所得税费用(万元),1274,8788,5394,3820,1481,8424,5167,3401,1211,6848,3791,2995,933,6748,4426,2986,814,12863,2471,1775,813,3271,1914,1462,763,47894,46249,1265,611,3404,1677,1154,602,2588,1375,983,374,2267,976,642,-35,3216,577,253,-412,2400,1545,1090,724,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,--,--,
净利润(万元),32474,184515,136089,91100,41770,165584,128475,84010,36439,260183,202273,166333,58835,141779,91938,54482,23141,106220,70158,42754,19361,64987,54705,43114,18341,198295,186945,44339,21065,125526,87910,56932,34450,138543,99314,65833,32358,88621,68245,51694,27103,200178,167859,98126,38327,49895,29982,23817,9148,
归属于母公司所有者的净利润(万元),32473,186347,136958,91123,41838,166649,128167,83826,36341,259359,201806,165995,58684,141069,91411,54079,23090,105879,69863,42421,19314,64642,54554,43011,18326,198205,186925,44303,21018,123766,86359,56055,34107,136649,96112,64761,31982,86161,66995,50805,26922,199226,167076,97777,38392,48720,29476,23327,8843,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1,-1833,-869,-24,-67,-1065,308,183,98,824,467,339,151,710,527,403,51,341,295,334,47,345,151,104,15,90,20,36,46,1761,1551,878,343,1894,3202,1072,376,2460,1250,888,181,952,783,348,-65,1175,506,490,305,
基本每股收益,0.28,1.6,1.18,0.78,0.47,1.89,1.45,0.94,0.41,2.9,2.26,1.86,0.66,1.58,1.02,0.6,0.26,1.18,0.78,0.47,0.22,0.72,0.61,0.48,0.27,2.88,2.72,0.64,0.37,2.16,1.51,0.98,0.59,2.38,1.68,1.13,0.56,1.5,1.17,0.89,0.47,3.47,2.91,1.71,1.34,1.7,1.03,0.81,0.31,
稀释每股收益,0.28,1.6,1.18,0.78,0.47,1.89,1.45,0.94,0.41,2.9,2.26,1.86,0.66,1.58,1.02,0.6,0.26,1.18,0.78,0.47,0.22,0.72,0.61,0.48,0.27,2.88,2.72,0.64,0.37,2.16,1.51,0.98,0.59,2.38,1.68,1.13,0.56,1.5,1.17,0.89,0.47,3.47,2.91,1.71,1.34,1.7,1.03,0.81,0.31,
