报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),25578,92418,65158,40261,18725,83064,63512,41104,20571,74398,55059,36031,16653,74273,65477,69331,33174,63758,54411,35462,
营业收入(万元),25578,92418,65158,40261,18725,83064,63512,41104,20571,74398,55059,36031,16653,74273,65477,69331,33174,63758,54411,35462,
利息收入(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),24206,87390,61070,37819,17298,74961,55168,36001,17974,66655,48823,32598,15405,66834,59589,61571,29409,56538,47183,30225,
营业成本(万元),20109,71993,50751,31042,14289,63295,48076,31092,15494,58272,43200,28614,13359,58067,51374,54067,25534,49289,41065,26508,
利息支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),312,750,563,458,187,852,509,402,127,475,374,213,93,463,260,314,192,286,49,24,
销售费用(万元),1103,3824,2598,1765,852,3210,2182,1430,689,2530,1722,1126,538,2326,2313,2203,1135,1840,1466,756,
管理费用(万元),2220,9000,6240,3962,1917,7262,4856,3436,1689,6293,4253,2826,1500,5694,4792,4809,2398,4549,3954,2680,
财务费用(万元),603,1194,921,552,155,-1440,-582,-419,-19,-976,-703,-150,-60,103,594,107,-63,494,524,14,
资产减值损失(万元),-139,630,-2,39,-100,1782,126,62,-8,61,-23,-31,-26,182,256,71,213,80,124,243,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),170,625,395,229,50,352,169,87,--,--,--,--,--,--,-12,--,--,--,-67,166,
对联营企业和合营企业的投资收益(万元),-6,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-67,166,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1541,5650,4483,2672,1477,8455,8513,5190,2597,7743,6237,3434,1248,7439,5876,7760,3765,7220,7162,5402,
营业外收入(万元),183,903,838,802,352,353,302,213,125,371,139,111,17,313,307,237,127,484,127,22,
营业外支出(万元),2,7,12,8,7,215,18,11,9,17,15,7,1,137,15,23,3,25,56,34,
非流动资产处置损失(万元),--,--,5,5,4,214,17,10,8,3,2,1,0,9,7,14,--,10,28,20,
利润总额(万元),1722,6546,5310,3465,1822,8592,8797,5391,2713,8096,6360,3538,1265,7614,6168,7974,3888,7678,7232,5389,
所得税费用(万元),-81,804,1251,544,294,2703,2497,1642,869,2378,1752,1026,257,1759,861,1229,543,961,875,557,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1803,5742,4059,2921,1528,5890,6301,3749,1844,5719,4609,2511,1007,5855,5307,6745,3345,6717,6358,4833,
归属于母公司所有者的净利润(万元),1803,5742,4059,2921,1528,5890,6301,3749,1844,5719,4609,2511,1007,5855,5307,6745,3345,6717,6358,4833,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.04,0.13,0.1,0.07,0.04,0.14,0.15,0.09,0.11,0.45,0.14,0.2,0.08,0.46,0.42,0.53,0.26,0.53,0.58,0.47,
稀释每股收益,0.04,0.13,0.1,0.07,0.04,0.14,0.15,0.09,0.11,0.45,0.14,0.2,0.08,0.46,0.42,0.53,0.26,0.53,0.58,0.47,
