报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
研发费用(万元),6328,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业税金及附加(万元),1287,973,305,2036,1244,794,267,1970,1049,864,296,1613,626,290,101,471,218,139,54,522,312,240,128,504,354,224,117,383,194,130,24,388,176,262,156,46,
销售费用(万元),9749,5756,2097,12572,8484,5463,2594,11527,7185,4290,1908,7521,5618,3673,1900,7992,6114,3650,1790,5322,3358,2074,1110,2964,2015,1245,620,1722,1203,671,274,1273,610,874,458,168,
管理费用(万元),11765,12260,6503,22934,16646,10093,5178,20660,15754,9730,4803,18806,12897,8828,4205,17194,13817,9474,4844,18266,13401,8484,3899,15166,10159,6534,2947,7838,5347,3040,1594,3734,1732,2623,2325,888,
财务费用(万元),13286,8918,3542,13356,9198,5490,2327,7622,4725,2862,1248,2653,1139,503,242,1685,1281,680,420,-1051,-562,-310,-179,-953,-800,-595,-107,-1026,-683,-309,-5,42,-3,3,-2,-3,
资产减值损失(万元),4379,4820,127,35557,3577,3559,--,5126,3677,2726,--,3844,1487,918,9,1389,1761,934,--,1114,1181,1182,--,987,330,330,--,266,296,296,--,56,142,112,37,91,
公允价值变动收益(万元),--,--,--,4774,--,--,--,-4774,--,--,--,--,-1,-1,--,5,1,1,--,-0,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
投资收益(万元),1743,1320,-203,6965,3826,1812,346,8442,5465,2731,1506,8305,4821,3125,407,1895,616,462,--,1378,283,226,--,480,--,0,--,--,--,--,--,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),1292,869,-203,5171,2998,--,346,7907,5465,--,1506,7978,4803,--,--,1895,--,--,--,201,--,--,--,480,--,0,--,--,--,--,--,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业利润(万元),85412,58299,20714,111551,80251,54991,12165,101032,65863,44033,8909,54994,26875,9544,4554,25193,7446,6045,3900,20285,6909,5801,2357,16523,7506,5974,2373,9974,5580,4344,1536,6716,2616,3637,1970,1029,
营业外收入(万元),8,3,153,365,2764,1801,466,11172,8753,5786,4999,4225,2211,1585,1231,2826,1939,1741,643,2211,2094,1214,592,357,407,252,15,1743,640,540,440,633,329,549,357,24,
营业外支出(万元),27,11,8,342,102,45,45,351,18,14,14,160,44,37,7,5,4,4,4,13,4,4,4,138,5,4,4,7,4,4,4,5,4,16,4,4,
非流动资产处置损失(万元),--,--,--,--,5,5,4,323,0,0,0,102,0,0,--,0,--,--,--,8,--,--,--,132,--,0,--,--,--,--,--,0,0,3,0,0,
利润总额(万元),85393,58292,20859,111574,82913,56747,12586,111853,74598,49806,13895,59059,29042,11092,5778,28015,9381,7781,4539,22482,8998,7011,2945,16741,7909,6223,2385,11710,6216,4880,1972,7345,2942,4170,2323,1049,
所得税费用(万元),6118,1163,689,3304,4562,3372,506,12459,10089,7788,3014,5445,3383,490,323,1567,962,779,588,1703,1112,785,50,1161,810,560,181,1376,897,736,296,638,262,0,0,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
净利润(万元),79275,57128,20170,108270,78351,53375,12080,99394,64509,42018,10881,53614,25659,10602,5455,26448,8419,7002,3951,20780,7885,6225,2895,15580,7099,5662,2204,10334,5320,4144,1676,6707,2680,4170,2323,1049,
归属于母公司所有者的净利润(万元),79282,57139,20191,107440,77109,52203,11887,96145,61349,40315,10939,53301,25956,10807,5495,26287,8463,7128,4029,20086,7112,5881,2797,14391,6609,5444,2204,10334,5320,4144,1676,6707,2680,4170,2323,1049,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,400,--,--,--,--,--,0,0,0,0,0,
少数股东损益(万元),-7,-11,-21,829,1242,1172,192,3249,3160,1703,-59,314,-297,-205,-40,160,-43,-126,-78,694,773,344,98,1189,489,218,--,--,--,--,--,0,0,0,0,0,
基本每股收益,0.31,0.22,0.08,0.42,0.3,0.2,0.05,0.39,0.25,0.26,0.08,0.39,0.53,0.23,0.12,0.56,0.18,0.15,0.17,0.9,0.32,0.26,0.16,0.85,0.39,0.32,0.13,0.94,0.49,0.39,0.36,1.6,0.64,1.16,0.64,0.29,
稀释每股收益,0.31,0.22,0.08,0.42,0.3,0.2,0.05,0.39,0.25,0.26,0.08,0.39,0.53,0.23,0.11,0.56,0.18,0.15,0.17,0.89,0.32,0.26,0.16,0.85,0.39,0.32,0.13,0.94,0.49,0.39,0.36,1.6,0,0,0,0,
