报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),57337,37457,11771,66826,43503,25670,8617,59100,39762,29299,21098,100603,71125,41375,17226,71902,58682,40171,18675,58309,35402,23520,9400,53756,35188,22861,5551,47381,29544,18060,4840,35879,22362,12661,23913,18406,12936,
营业收入(万元),57337,37457,11771,66826,43503,25670,8617,59100,39762,29299,21098,100603,71125,41375,17226,71902,58682,40171,18675,58309,35402,23520,9400,53756,35188,22861,5551,47381,29544,18060,4840,35879,22362,12661,23913,18406,12936,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业总成本(万元),47751,30771,10947,86674,52676,34231,14739,82587,70268,50121,26126,191192,84558,49425,22100,115107,78143,48644,25025,57971,33115,15711,7750,28366,17473,10661,2894,23583,13891,8385,2722,18538,10871,6417,13777,14890,12381,
营业成本(万元),11351,7475,2565,21534,15515,9755,3806,28072,21888,17667,12483,57490,39971,22861,10217,40696,32794,21006,10180,16163,8905,3706,1367,6392,4061,2597,555,4190,2673,1588,394,3272,1970,1027,3261,3890,6325,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
