报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),99640,70760,26858,135016,96957,62991,26142,147485,100219,62437,24303,102887,57399,38556,17370,54732,38456,22726,9412,38655,28554,16532,7747,52482,36290,20152,6765,44153,31477,19650,10416,35013,24165,13576,5187,28540,19181,3256,21463,20320,
营业收入(万元),99640,70760,26858,135016,96957,62991,26142,147485,100219,62437,24303,102887,57399,38556,17370,54732,38456,22726,9412,38655,28554,16532,7747,52482,36290,20152,6765,44153,31477,19650,10416,35013,24165,13576,5187,28540,19181,3256,21463,20320,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业总成本(万元),95424,67288,23071,135579,94829,61126,22461,129550,90135,55509,21082,89589,50179,32252,14575,42482,25465,15781,6517,32286,19499,12478,5997,29958,20528,12140,4371,27791,17537,10515,6148,24263,16142,9213,3657,20664,13468,2452,14658,14075,
营业成本(万元),59518,42513,12888,80210,56239,34969,12022,74191,50972,29278,9717,39390,20804,14180,4873,15416,9898,5234,1324,10546,7819,3936,1097,12663,8547,5101,1629,10605,7018,3603,1657,11007,7624,4509,1388,11681,7355,786,7842,7994,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
研发费用(万元),8117,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业税金及附加(万元),886,582,143,1681,936,662,268,1216,708,478,135,1054,574,363,135,669,465,295,115,583,390,244,125,704,468,248,75,540,393,246,130,369,265,159,62,272,176,37,230,236,
销售费用(万元),11635,7703,4032,18611,14121,10367,4083,17236,11844,7980,3802,16986,11140,7151,3730,11979,7754,5080,2533,10021,6432,4166,2308,7663,6348,3974,1326,7590,4604,3256,1893,4954,2942,1662,963,2957,2145,841,2614,2362,
管理费用(万元),14683,16231,6750,33481,24629,16114,6618,35875,26698,18239,7509,34963,21285,13078,6472,18158,11589,7659,4075,13450,9075,6217,3804,14941,9207,5659,2391,11902,7238,4480,2173,7722,4487,2668,1199,5503,3791,872,3899,2575,
财务费用(万元),-771,-847,-875,-3163,-2667,-1713,-678,-1597,-1236,-974,-439,-5257,-4052,-3120,-1187,-5653,-5492,-3493,-1956,-4434,-5181,-2775,-1678,-6740,-4949,-3393,-1210,-4009,-2688,-1704,-171,-1012,-162,-82,-14,-73,-54,-36,-46,40,
资产减值损失(万元),1356,1107,133,4759,1570,727,148,2628,1148,507,358,2453,428,601,552,1913,1251,1007,425,2120,965,691,340,727,907,515,160,1163,973,635,466,1222,985,297,58,323,53,-48,120,866,
公允价值变动收益(万元),-329,-104,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
投资收益(万元),880,409,--,676,460,263,1,-67,-75,115,43,246,-68,-55,112,59,-185,-155,174,2148,258,158,210,234,-54,-36,-13,234,21,21,--,322,--,--,0,0,--,0,0,0,
对联营企业和合营企业的投资收益(万元),732,259,--,572,358,162,--,415,70,--,--,-230,--,-148,--,-137,--,--,--,516,--,--,--,234,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业利润(万元),7778,5992,5017,6336,6057,4172,3683,17868,10008,7044,3264,13544,7153,6248,2907,12308,12806,6790,3069,8517,9314,4211,1961,22758,15708,8012,2381,16597,13961,9156,4268,11072,8023,4363,1530,7876,5713,804,6805,6245,
营业外收入(万元),480,400,292,128,1981,1525,1484,8477,5800,3943,2260,9570,6121,4018,1650,7119,5226,3207,1578,6659,4813,3393,1735,6880,3877,2071,1193,4510,1076,815,519,4751,3465,2650,1730,2888,2461,338,2401,1711,
营业外支出(万元),39,31,9,146,58,44,18,128,75,21,11,32,11,4,4,9,11,10,1,24,11,3,0,58,16,10,5,2,0,0,--,14,9,2,2,0,0,0,20,3,
非流动资产处置损失(万元),--,--,--,--,29,20,17,55,18,12,5,28,9,4,3,8,8,5,--,17,--,3,--,27,--,10,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
利润总额(万元),8219,6361,5301,6319,7980,5652,5149,26217,15734,10966,5513,23082,13263,10262,4554,19419,18022,9987,4646,15152,14115,7602,3696,29580,19569,10072,3569,21105,15036,9971,4787,15808,11479,7012,3258,10764,8174,1141,9185,7953,
所得税费用(万元),-173,143,70,1825,-801,-651,32,2003,257,166,140,130,-548,-455,232,745,916,830,325,797,976,570,312,2659,1594,831,269,614,967,857,424,892,833,754,224,951,671,44,718,677,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
净利润(万元),8392,6218,5231,4493,8781,6303,5117,24215,15476,10800,5373,22952,13810,10717,4322,18674,17106,9157,4321,14355,13139,7031,3384,26922,17975,9241,3300,20491,14069,9115,4362,14917,10646,6258,3034,9813,7503,1098,8468,7275,
归属于母公司所有者的净利润(万元),8413,6232,5239,3650,8410,5907,4872,22950,14501,9929,4675,21887,13656,11079,4430,18144,16652,9090,4175,13677,12761,6824,3334,26770,17865,9225,3301,20422,14000,9110,4362,14917,10646,6258,3034,9813,7503,1098,8468,7275,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
少数股东损益(万元),-21,-15,-8,844,371,396,244,1265,975,872,698,1065,154,-363,-108,530,454,66,146,678,378,207,50,152,110,16,-1,69,70,4,-0,-1,--,0,0,0,--,0,0,0,
基本每股收益,0.06,0.04,0.04,0.03,0.06,0.04,0.04,0.17,0.11,0.07,0.03,0.16,0.1,0.16,0.06,0.27,0.24,0.13,0.12,0.4,0.38,0.2,0.1,0.8,0.53,0.27,0.15,0.91,0.62,0.41,0.39,1.45,1.07,0.67,0.36,1.17,0.89,0.13,1.03,0.91,
稀释每股收益,0.06,0.04,0.04,0.03,0.06,0.04,0.04,0.17,0.11,0.07,0.03,0.16,0.1,0.16,0.06,0.27,0.24,0.13,0.12,0.4,0.38,0.2,0.1,0.8,0.53,0.27,0.15,0.91,0.62,0.41,0.39,1.45,1.07,0.67,0.36,1.17,0.89,0.13,1.03,0.91,
