报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),17487,27820,14067,8635,4172,15800,11553,7683,3947,17187,12827,8467,4273,17806,13335,9075,4448,14425,9050,7024,
营业收入(万元),17487,27820,14067,8635,4172,15800,11553,7683,3947,17187,12827,8467,4273,17806,13335,9075,4448,14425,9050,7024,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),12349,20539,11520,7674,3406,15734,10394,7290,2976,11981,8070,5189,2435,11198,8283,5783,2739,9518,5812,4806,
营业成本(万元),2666,7427,4110,2730,1306,5197,3692,2502,1269,4955,3714,2280,1118,4779,3556,2437,1160,4069,2702,2624,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),43,549,245,160,55,280,179,131,72,192,97,46,25,637,616,515,252,818,514,399,
销售费用(万元),7116,3459,1559,904,468,2892,1989,1419,456,2344,1706,1080,550,2752,1925,1295,633,1903,902,696,
管理费用(万元),2537,8402,5475,3762,1672,6747,4689,3300,1184,4840,2850,1925,790,3321,2311,1634,690,2971,1837,1135,
财务费用(万元),4,662,149,146,-67,579,-169,-72,-25,-358,-302,-155,-50,-289,-143,-116,-5,-222,-148,-36,
资产减值损失(万元),-17,39,-18,-29,-28,38,14,11,22,7,4,13,1,-2,19,19,9,-21,4,-13,
公允价值变动收益(万元),-222,-8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),722,2574,1475,1286,483,791,692,449,306,134,56,1,--,--,--,--,--,--,--,79,
对联营企业和合营企业的投资收益(万元),403,1998,961,856,--,-243,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5790,11796,5383,3085,1249,858,1852,841,1276,5340,4813,3279,1838,6608,5052,3292,1709,4907,3238,2298,
营业外收入(万元),21,3,141,137,359,2005,1438,1013,614,1206,45,0,0,167,158,158,158,349,301,20,
营业外支出(万元),--,129,--,--,--,--,--,--,--,--,--,--,--,1,1,1,1,15,2,4,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,1,0,1,0,
利润总额(万元),5811,11670,5523,3222,1609,2862,3290,1854,1890,6546,4858,3279,1838,6775,5210,3449,1866,5240,3537,2314,
所得税费用(万元),218,1594,795,507,294,805,601,345,189,918,830,531,294,1084,830,511,274,654,446,286,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5593,10075,4729,2715,1314,2058,2689,1509,1701,5628,4028,2748,1544,5691,4380,2938,1592,4586,3091,2027,
归属于母公司所有者的净利润(万元),5185,10240,5043,3079,1561,3912,3559,2025,1751,5936,4501,3052,1677,6018,4594,3057,1634,4586,3091,2027,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),409,-165,-315,-364,-247,-1854,-870,-516,-50,-308,-473,-304,-132,-327,-214,-119,-42,--,--,--,
基本每股收益,0.23,0.61,0.3,0.18,0.09,0.24,0.22,0.12,0.11,0.38,0.33,0.96,0.56,2.01,0.38,1.02,0.54,1.53,1.03,0.68,
稀释每股收益,0.23,0.61,0.3,0.18,0.09,0.24,0.22,0.12,0.11,0.38,0.33,0.96,0.56,2.01,0.38,1.02,0.54,1.53,1.03,0.68,
