报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),68936,42788,15213,110305,68946,40596,18722,88943,54672,34566,14929,91160,58343,38088,14641,108043,73471,48475,--,84582,57138,36625,14305,60505,33957,21498,13662,
营业收入(万元),68936,42788,15213,110305,68946,40596,18722,88943,54672,34566,14929,91160,58343,38088,14641,108043,73471,48475,--,84582,57138,36625,14305,60505,33957,21498,13662,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),65644,41129,16286,104948,69074,39866,18956,80183,51284,33614,14888,79747,52951,34607,13597,83265,55162,36680,--,66608,44984,29368,--,50288,27646,17226,11786,
营业成本(万元),42326,25722,8910,67366,41348,24314,11528,52725,31605,19776,8293,54788,36876,23950,9247,64368,41521,27659,--,50722,34110,22455,--,37676,19455,12433,7580,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),9479,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),387,254,88,840,350,211,84,700,277,168,93,800,321,196,43,924,432,293,--,627,377,220,--,577,277,68,61,
销售费用(万元),7124,4515,2061,9320,6165,4189,1972,8750,5933,3877,1688,8591,5140,3278,1396,5053,4168,2478,--,3771,3009,1698,--,3477,2226,1449,1370,
管理费用(万元),6272,10070,4601,25838,20586,10980,5101,19392,14130,9840,4563,17163,12479,8042,3452,13169,8353,5492,--,11312,6785,4351,--,8388,5498,3223,2733,
财务费用(万元),-555,-163,288,87,6,-83,-122,-1846,-1040,-477,40,-1339,-2140,-1153,-667,-370,-169,-111,--,50,60,56,--,116,96,16,0,
资产减值损失(万元),612,731,338,1498,618,254,393,461,379,429,212,-256,277,295,126,121,856,869,--,125,643,588,--,55,95,37,41,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2121,1575,661,2820,2023,1348,848,943,1052,865,695,3052,743,751,99,13,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-39,-68,-68,29,142,150,203,12,136,-52,-7,1,-37,-29,--,-23,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7205,4095,240,11559,3893,2620,615,9703,4441,1817,736,14464,6135,4231,1143,24792,18309,11795,--,17975,12154,7257,3116,10217,6311,4272,1876,
营业外收入(万元),1765,423,139,995,653,449,658,3798,1767,1665,87,5291,3127,2825,1276,3805,2633,2261,--,5230,3370,1561,--,2026,678,309,244,
营业外支出(万元),4,3,3,1,1,1,1,112,7,6,6,74,54,50,--,6,3,--,--,0,0,0,--,5,1,43,0,
非流动资产处置损失(万元),--,--,--,--,1,1,1,1,--,--,--,0,0,--,--,3,3,--,--,0,0,0,--,5,1,0,0,
