报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),25725,103444,74750,49164,22627,93901,67985,44672,20726,81960,68702,45576,18062,78789,52490,34090,17181,64390,47609,31295,14188,60050,44380,28109,12242,52893,36347,26668,11617,51622,41488,31175,
营业收入(万元),25725,103444,74750,49164,22627,93901,67985,44672,20726,81960,68702,45576,18062,78789,52490,34090,17181,64390,47609,31295,14188,60050,44380,28109,12242,52893,36347,26668,11617,51622,41488,31175,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),22651,95239,67192,44757,19782,93117,65719,43416,19455,81762,61683,40119,17024,70284,46081,29250,15570,56865,40287,26084,12435,50504,36787,8873,10681,42164,29153,22100,10141,41804,34781,26154,
营业成本(万元),5957,26865,17781,11532,5308,24910,17167,11433,5276,21740,19308,14166,4656,25265,13522,8676,4544,16928,13706,8835,3987,18390,13784,8873,3983,13440,8857,6474,2631,12496,10451,7386,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),280,1300,844,555,203,1395,882,699,331,1107,847,517,219,1071,799,479,247,1113,719,421,237,829,670,452,196,774,500,363,151,627,553,427,
销售费用(万元),13252,53212,39280,26297,11380,51781,38468,24928,10848,45283,32521,19439,9467,36329,26199,17211,9092,33861,22895,14935,6981,27756,20086,12152,5458,22461,15939,12134,5336,23545,19182,14244,
管理费用(万元),2510,9308,6914,4597,2092,8311,6243,4204,1898,8516,5511,3528,1705,6746,4624,2662,1422,6222,4033,2833,1607,5933,4038,2856,1548,6968,4662,3328,1694,4943,4304,3549,
财务费用(万元),566,2653,2019,1428,752,3395,2543,1737,909,3830,2834,1809,700,978,477,191,145,-1298,-1223,-962,-565,-2456,-1844,-1181,-535,-2103,-1260,-684,48,155,209,472,
资产减值损失(万元),86,1902,355,348,48,3325,416,415,192,1288,662,659,276,-105,460,31,120,39,157,21,187,52,53,158,31,623,455,484,280,38,82,77,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
投资收益(万元),7,--,--,--,--,20,20,19,18,172,147,87,32,1335,772,375,150,643,373,142,--,--,--,0,--,--,--,--,--,3,-0,-1,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3217,10103,7557,4407,2845,804,2286,1275,1288,369,7167,5543,1069,9841,7181,5215,1761,8168,7694,5353,1753,9546,7593,4799,1561,10729,7193,4568,1476,9821,6707,5020,
营业外收入(万元),2,143,699,605,327,2563,2518,2430,719,1170,606,523,528,1460,848,598,272,2146,884,329,118,1940,603,541,189,579,157,129,86,780,167,34,
营业外支出(万元),4,475,105,100,0,322,212,211,201,5,2,2,0,272,3,1,--,70,77,15,6,28,5,0,0,12,3,1,17,321,26,61,
非流动资产处置损失(万元),--,--,5,0,--,33,2,1,1,4,0,0,0,172,3,1,--,15,24,6,--,12,--,0,0,6,3,1,6,--,--,--,
利润总额(万元),3214,9770,8151,4912,3172,3046,4592,3494,1806,1535,7771,6064,1597,11029,8025,5812,2033,10244,8501,5668,1866,11458,8192,5339,1751,11296,7348,4696,1544,10281,6849,4994,
所得税费用(万元),511,1490,2211,988,737,1370,1223,870,358,483,716,542,201,1397,1224,940,294,1494,1282,882,272,1728,1109,769,267,1617,946,635,206,1521,739,858,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2703,8280,5940,3924,2435,1675,3369,2624,1448,1051,7055,5522,1396,9631,6801,4872,1739,8750,7219,4786,1594,9731,7083,4571,1484,9679,6402,4062,1339,8760,6110,4136,
归属于母公司所有者的净利润(万元),2036,6007,4402,2936,1832,1319,3113,2496,1449,1091,7086,5519,1409,9641,6777,4882,1720,8732,7206,4783,1568,9663,7043,4527,1451,9648,6402,4064,1339,8764,6113,4137,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),668,2273,1538,988,603,356,256,128,-0,-40,-31,3,-13,-10,24,-10,19,18,13,3,26,68,40,44,33,31,-1,-2,-0,-4,-3,-0,
基本每股收益,0.06,0.18,0.13,0.09,0.06,0.04,0.09,0.08,0.04,0.03,0.21,0.17,0.04,0.29,0.2,0.15,0.08,0.4,0.33,0.22,0.07,0.44,0.32,0.21,0.07,0.93,0.63,0.42,0.16,1.06,0.74,0.5,
稀释每股收益,0.06,0.18,0.13,0.09,0.06,0.04,0.09,0.08,0.04,0.03,0.21,0.17,0.04,0.29,0.2,0.15,0.08,0.4,0.33,0.22,0.07,0.44,0.32,0.21,0.07,0.93,0.63,0.42,0.16,1.06,0.74,0.5,
