报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),192446,841665,631159,398825,191258,652278,450348,232785,35593,133280,97582,63682,34639,279062,204144,128353,67039,296453,229262,143569,79545,304076,229222,141967,69806,254038,189205,115105,60475,230464,172300,107574,57251,164937,109612,69649,39176,179221,123081,83165,42815,181955,126534,78544,38259,146744,104394,63344,27534,
营业收入(万元),192446,841665,631159,398825,191258,652278,450348,232785,35593,133280,97582,63682,34639,279062,204144,128353,67039,296453,229262,143569,79545,304076,229222,141967,69806,254038,189205,115105,60475,230464,172300,107574,57251,164937,109612,69649,39176,179221,123081,83165,42815,181955,126534,78544,38259,146744,104394,63344,27534,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),178398,745957,546070,356772,179691,622652,425888,224248,32061,129505,92965,61407,33056,265782,192307,119288,61303,281570,216855,134260,73635,287808,215306,131566,64242,240361,178077,106669,55486,202833,148971,89653,46555,141012,91780,56287,30474,152828,110356,75334,38591,160377,111699,68254,32589,134534,94842,57238,24209,
营业成本(万元),10530,45122,34055,19881,9759,35921,24791,13387,4772,18134,13615,8440,4916,185753,134980,82018,41682,200834,157757,95509,52715,204216,154809,91425,46886,175396,132024,76829,40526,143840,108143,62611,32587,87963,59102,35722,19855,105614,77816,53909,27809,117799,81662,47957,22023,97669,71181,41912,15977,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,
