报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),226163,137178,53281,270816,196607,118426,45596,232673,167161,103100,36234,202534,174933,141330,111454,
营业收入(万元),226163,137178,53281,270816,196607,118426,45596,232673,167161,103100,36234,202534,174933,141330,111454,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),204978,125901,53563,242973,176248,108008,45740,208529,150512,93671,37321,177070,148398,119739,98100,
营业成本(万元),135527,82719,33365,161478,116764,70326,27614,140409,101052,62976,22729,121906,105209,87107,70666,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2077,1182,471,2697,1636,925,380,1889,1339,791,261,1415,1385,994,847,
销售费用(万元),44652,27162,12842,54523,37190,23726,11250,44376,30504,18565,8970,34179,24847,18363,15113,
管理费用(万元),19772,12411,6113,24125,17748,11168,5797,20564,14707,9212,4815,18186,15844,12857,10838,
财务费用(万元),-1083,-739,-292,-930,-316,-189,-13,286,206,112,17,504,395,281,506,
资产减值损失(万元),4033,3167,1064,1080,3225,2052,713,1006,2705,2016,529,880,720,136,131,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),394,238,115,362,236,75,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-178,-102,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),21578,11515,-167,28205,20595,10494,-145,24144,16648,9429,-1087,25464,26535,21591,13354,
营业外收入(万元),819,731,469,1280,902,587,17,763,648,439,327,447,900,624,553,
营业外支出(万元),207,97,16,284,256,119,102,283,263,190,13,213,222,274,136,
非流动资产处置损失(万元),97,90,0,107,103,58,60,95,86,18,13,53,51,115,36,
利润总额(万元),22190,12149,286,29201,21240,10962,-230,24623,17034,9678,-772,25698,27213,21941,13771,
所得税费用(万元),2967,1651,-4,3987,2927,1438,-46,3491,2825,1660,33,4120,4268,3382,2168,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),19224,10499,290,25214,18313,9524,-184,21133,14209,8017,-805,21578,22945,18559,11602,
归属于母公司所有者的净利润(万元),18590,10169,279,25318,18449,9591,-129,21075,14207,7976,-691,21529,22896,18593,11602,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),634,330,11,-104,-136,-67,-55,58,2,42,-114,49,49,-34,--,
基本每股收益,0.58,0.32,0.01,1.25,0.92,0.5,-0.01,1.24,0.84,0.47,-0.04,1.27,1.35,1.09,0.68,
稀释每股收益,0.58,0.32,0.01,1.25,0.92,0.5,-0.01,1.24,0.84,0.47,-0.04,1.27,1.35,1.09,0.68,
