报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),78682,48451,23998,93597,63214,40215,20224,71376,48307,29301,58793,53098,38679,25528,
营业收入(万元),78682,48451,23998,93597,63214,40215,20224,71376,48307,29301,58793,53098,38679,25528,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),71860,44165,21718,85346,56269,36321,17585,64251,42518,26021,52922,48208,35095,23824,
营业成本(万元),63034,38911,19225,76558,50921,33011,16112,57846,38776,23322,47776,44038,31905,21308,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),407,218,82,712,306,244,132,371,226,200,360,350,232,101,
销售费用(万元),1057,714,373,1513,809,565,212,1003,638,433,860,791,563,430,
管理费用(万元),5617,3650,1727,6913,4023,2576,1191,4945,3117,1932,3739,2772,2224,1767,
财务费用(万元),1175,541,148,-1298,-447,-210,-19,-673,-541,-160,-223,27,-8,-20,
资产减值损失(万元),571,132,162,949,655,135,-43,759,301,293,410,229,179,237,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,12,-12,
投资收益(万元),320,259,135,23,--,--,--,--,--,--,-6,5,-6,5,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7142,4544,2415,8273,6945,3894,2639,7125,5789,3281,5865,4895,3590,1697,
营业外收入(万元),462,336,380,558,154,91,3,349,322,101,546,139,6,12,
营业外支出(万元),12,9,--,15,3,2,--,33,33,33,4,7,22,1,
非流动资产处置损失(万元),--,--,--,12,2,2,--,33,33,33,3,1,3,--,
利润总额(万元),7592,4871,2795,8816,7096,3984,2641,7441,6078,3349,6408,5027,3574,1708,
所得税费用(万元),1143,815,514,1158,963,446,373,1169,808,387,1080,797,471,361,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6449,4056,2281,7658,6133,3538,2268,6272,5270,2961,5327,4230,3103,1348,
归属于母公司所有者的净利润(万元),6449,4056,2281,7658,6133,3538,2268,6272,5270,2961,5327,4230,3103,1349,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-1,
基本每股收益,0.54,0.58,0.38,1.53,1.36,0.79,0.5,1.39,1.17,0.66,1.18,0.94,0.69,--,
稀释每股收益,0.54,0.58,0.38,1.53,1.36,0.79,0.5,1.39,1.17,0.66,1.18,0.94,0.69,--,
