报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),32243,21662,9004,39231,24873,17291,8337,33231,22763,16162,8040,33803,28502,25183,22578,
营业收入(万元),32243,21662,9004,39231,24873,17291,8337,33231,22763,16162,8040,33803,28502,25183,22578,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),27123,17707,7884,31655,20481,13662,7239,27545,19899,13261,7178,27140,22081,19685,17461,
营业成本(万元),18595,11983,5757,22932,15274,10201,5361,20170,14294,9396,5195,20149,16256,13229,12045,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),229,139,60,279,111,75,33,192,106,81,39,217,813,1423,1173,
销售费用(万元),834,593,281,551,384,268,124,777,563,369,183,649,583,461,373,
管理费用(万元),7344,4887,2007,8057,4941,3181,1764,6258,4760,3211,1678,6043,4456,4343,3904,
财务费用(万元),-342,-308,-222,-445,-357,-190,-44,-281,-204,-157,-80,-275,-148,-23,-40,
资产减值损失(万元),464,413,--,281,128,128,--,429,380,361,--,358,120,252,6,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),414,218,-16,59,100,100,--,200,200,200,--,200,213,386,129,
对联营企业和合营企业的投资收益(万元),22,-19,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5890,4416,1104,7636,4492,3729,1098,5886,3063,3100,862,6862,6634,5884,5247,
营业外收入(万元),12,12,114,141,82,3,1,140,37,14,1,233,377,215,7079,
营业外支出(万元),14,0,0,7,6,2,--,3,3,1,1,21,25,24,39,
非流动资产处置损失(万元),14,--,--,5,5,1,--,3,3,1,1,2,2,4,13,
利润总额(万元),5887,4427,1218,7771,4567,3729,1099,6023,3098,3113,862,7075,6985,6075,12286,
所得税费用(万元),999,736,203,1214,707,551,195,799,313,334,5,1256,1038,961,2589,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4888,3691,1015,6557,3860,3178,903,5224,2785,2779,857,5819,5948,5114,9697,
归属于母公司所有者的净利润(万元),4258,3232,965,6219,3768,3143,867,5111,2720,2698,829,5655,5948,5257,9794,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),630,460,50,338,93,35,37,113,65,81,28,163,--,-142,-97,
基本每股收益,0.35,0.27,0.16,1.07,0.66,0.57,0.14,1.14,0.6,0.6,0.18,1.26,1.32,1.17,--,
稀释每股收益,0.35,0.27,0.16,1.07,0.66,0.57,0.14,1.14,0.6,0.6,0.18,1.26,1.32,1.17,--,
