报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),76402,30565,81660,48542,30469,11544,39986,25339,11880,6533,63559,41776,26401,13503,39415,24687,8925,1617,36679,27602,15079,2073,33969,24676,11719,2401,34952,22332,10046,1833,30156,19146,8944,243,26509,20891,16170,
营业收入(万元),76402,30565,81660,48542,30469,11544,39986,25339,11880,6533,63559,41776,26401,13503,39415,24687,8925,1617,36679,27602,15079,2073,33969,24676,11719,2401,34952,22332,10046,1833,30156,19146,8944,243,26509,20891,16170,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业总成本(万元),68686,28786,79982,50084,32348,14018,41374,27396,15488,9423,68665,43875,29499,14392,39312,25862,12414,4046,34157,24452,14421,4031,27322,18864,10569,3263,26333,17474,9275,3018,23533,15725,8629,1895,21020,16801,12784,
营业成本(万元),32879,18436,50300,27032,17696,7155,21721,13671,6470,3863,32549,19392,12033,4851,23091,14367,5051,960,18344,12435,6892,1020,15280,10485,5233,1149,16097,10296,4776,795,14325,9533,4533,127,13577,11041,8415,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业税金及附加(万元),21,2,396,69,52,15,88,69,69,63,596,342,170,1,535,385,161,25,708,857,340,37,786,571,270,71,492,384,100,12,384,214,65,6,299,254,180,
销售费用(万元),27732,6511,19165,16743,10953,5346,15519,10164,6959,3921,25911,19238,13595,7821,10664,7901,5379,2362,11092,9028,5865,2509,9298,6757,4453,1867,7616,5520,3449,1729,5515,3810,2700,1163,4440,3070,2249,
管理费用(万元),7103,3374,7353,4401,2859,1392,4723,4227,2702,1533,6730,4834,3362,1646,5057,3624,2280,977,5011,2991,2033,1006,3953,2625,1766,724,3646,2440,1579,766,2974,1934,1258,598,2375,2168,1761,
财务费用(万元),1014,666,3053,1963,1016,205,-1543,-542,-336,253,-286,-89,323,92,-599,-564,-481,-285,-1127,-902,-677,-434,-2108,-1661,-1152,-560,-1762,-1275,-624,-284,196,104,37,2,266,252,219,
资产减值损失(万元),-64,-203,-286,-123,-228,-96,868,-193,-375,-210,3165,157,17,-19,563,149,24,6,130,43,-32,-106,113,88,-1,12,245,109,-5,--,138,129,35,0,64,15,-41,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
投资收益(万元),284,-48,758,651,396,25,806,427,377,--,--,--,--,--,3327,2422,1596,816,909,659,1011,--,--,--,--,--,--,--,--,--,48,0,--,0,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,758,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业利润(万元),8104,1780,2809,-891,-1483,-2450,-582,-1630,-3231,-2890,-5106,-2099,-3098,-889,3430,1247,-1893,-1613,3431,3809,1670,-1959,6647,5811,1150,-862,8618,4858,772,-1185,6671,3421,315,-1652,5489,4090,3386,
营业外收入(万元),2845,8,1321,1544,1360,123,999,924,682,52,563,269,92,57,517,304,41,--,399,554,417,144,569,598,593,144,452,334,292,--,513,238,64,25,299,218,148,
营业外支出(万元),1,1,6,160,170,0,25,1,1,15,611,88,73,31,190,4,4,4,267,8,6,--,40,34,4,--,--,--,--,--,0,0,0,0,7,4,277,
非流动资产处置损失(万元),--,--,--,160,169,--,6,1,1,15,566,68,59,17,189,--,--,4,260,--,--,--,40,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
利润总额(万元),10948,1788,4123,492,-293,-2327,392,-706,-2550,-2854,-5154,-1917,-3079,-863,3757,1547,-1856,-1616,3563,4356,2081,-1815,7176,6376,1739,-718,9070,5191,1063,-1185,7184,3659,379,-1627,5781,4304,3257,
所得税费用(万元),1987,449,-1208,79,-49,-487,-529,-607,-676,-647,-1299,-301,-449,15,791,438,35,220,267,634,322,1,1201,1074,299,--,1361,806,181,--,1054,573,72,0,889,649,536,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
净利润(万元),8961,1339,5331,413,-243,-1840,920,-99,-1874,-2206,-3855,-1616,-2630,-878,2966,1109,-1891,-1836,3296,3722,1759,-1816,5975,5302,1440,-718,7709,4385,882,-1185,6130,3086,307,-1627,4891,3656,2721,
归属于母公司所有者的净利润(万元),6572,359,4412,1091,408,-1373,2197,874,-1169,-1695,-4644,-1860,-2762,-1068,1190,426,-1545,-1715,3254,3569,1694,-1816,5975,5302,1440,-718,7709,4385,882,-1185,6130,3086,307,-1627,4891,3654,2722,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,453,--,--,--,--,--,--,--,--,--,0,-342,--,--,--,--,--,--,--,0,--,0,0,0,0,
少数股东损益(万元),2389,980,918,-677,-651,-468,-1277,-973,-705,-511,789,244,132,190,1776,683,-346,-121,41,153,65,--,--,--,--,--,--,--,--,--,--,0,--,0,0,2,-1,
基本每股收益,0.15,0.01,0.1,0.02,0.01,-0.03,0.05,0.02,-0.03,-0.04,-0.11,-0.05,-0.07,-0.03,0.03,0.01,-0.04,-0.07,0.14,0.15,0.07,-0.11,0.38,0.33,0.09,-0.09,0.99,0.57,0.12,-0.18,1.25,0.63,0.06,0,1.16,0.91,0.71,
稀释每股收益,0.15,0.01,0.1,0.02,0.01,-0.03,0.05,0.02,-0.03,-0.04,-0.11,-0.05,-0.07,-0.03,0.03,0.01,-0.04,-0.07,0.14,0.15,0.07,-0.11,0.38,0.33,0.09,-0.09,0.99,0.57,0.12,-0.18,1.25,0.63,0.06,0,1.16,0.91,0.71,
