报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),70610,44254,81523,58192,38102,76518,37249,74442,63085,52511,
营业收入(万元),70610,44254,81523,58192,38102,76518,37249,74442,63085,52511,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),57077,36462,65263,45971,30147,64348,30811,61901,54460,44677,
营业成本(万元),49901,31754,55804,39937,25629,56296,27980,53934,48778,41040,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),434,271,797,479,378,770,222,416,320,205,
销售费用(万元),2622,1757,3564,2056,1465,3148,1538,3190,2369,1945,
管理费用(万元),3778,2461,5484,3723,2691,4691,1269,4407,2949,2433,
财务费用(万元),273,168,-417,-218,-158,-527,-230,-53,60,-212,
资产减值损失(万元),69,51,32,-6,142,-32,32,6,-16,-734,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),695,484,587,426,222,538,99,774,126,230,
对联营企业和合营企业的投资收益(万元),--,--,-172,--,--,-86,-103,24,-70,41,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),14421,8404,16847,12647,8178,12708,6538,13315,8751,8064,
营业外收入(万元),813,485,850,674,532,730,236,237,553,212,
营业外支出(万元),13,12,92,81,31,108,27,53,131,214,
非流动资产处置损失(万元),1,1,28,21,21,31,17,29,108,1,
利润总额(万元),15221,8878,17605,13240,8679,13330,6747,13499,9173,8063,
所得税费用(万元),2121,1237,2596,1941,1294,1944,995,1991,1361,1207,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),13100,7640,15009,11298,7385,11386,5751,11508,7812,6856,
归属于母公司所有者的净利润(万元),13100,7640,15009,11298,7385,11386,5751,11508,7812,6856,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,
基本每股收益,2.1,1.32,2.58,1.94,1.27,1.96,0.99,1.98,1.65,1.48,
稀释每股收益,2.1,1.32,2.58,1.94,1.27,1.96,--,1.98,--,--,
