报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),63817,43385,19331,97316,70821,48992,23716,119400,90418,56263,21814,108684,81346,52404,20974,98833,67547,41950,18958,76617,--,34616,16078,71788,48830,28688,22512,
营业收入(万元),63817,43385,19331,97316,70821,48992,23716,119400,90418,56263,21814,108684,81346,52404,20974,98833,67547,41950,18958,76617,--,34616,16078,71788,48830,28688,22512,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),51456,35535,15909,82017,58581,41159,19550,91327,68883,42359,16627,82910,62297,40493,16229,74910,51282,31422,14754,56854,--,25048,12345,56424,40279,25085,19308,
营业成本(万元),41178,28273,12638,66171,47525,32936,15144,75704,57832,35800,14047,72372,54517,35575,14187,64150,44041,26890,12040,47921,--,21199,9975,46826,34664,20949,17043,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
