报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),24781,125363,88069,54451,19130,90092,62696,44895,17742,100711,72564,49996,20608,136812,98165,63768,24359,159670,116800,101625,
营业收入(万元),24781,125363,88069,54451,19130,90092,62696,44895,17742,100711,72564,49996,20608,136812,98165,63768,24359,159670,116800,101625,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),22721,111849,79761,48334,17501,81856,55916,39250,15403,88597,63640,42329,17152,113727,84082,53479,20543,133685,86924,77948,
营业成本(万元),15599,79871,56092,33656,11511,53236,38592,28234,10591,62809,44951,29131,11601,86547,63169,39960,13673,100880,54539,45504,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),154,1228,702,467,164,1038,445,278,141,727,475,344,126,656,455,301,128,840,777,691,
销售费用(万元),3031,13236,7530,4278,1391,7117,3724,2426,1034,7129,5461,3320,1125,10859,8773,6226,2258,15470,15718,12440,
管理费用(万元),3430,11104,10853,6432,2970,10593,8077,5583,2544,10109,8284,5804,2857,11095,8305,5226,3115,11342,11712,15391,
财务费用(万元),203,1250,829,559,133,243,-5,-220,-36,308,192,324,267,1194,926,661,368,1626,1991,1164,
资产减值损失(万元),304,5159,3755,2942,1331,9629,5083,2949,1128,7516,4275,3405,1176,3377,2454,1105,1001,3527,2187,2758,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),372,784,827,580,247,838,1076,769,163,675,1034,234,14,270,449,287,69,322,-426,210,
对联营企业和合营企业的投资收益(万元),54,68,115,68,40,-321,159,74,-28,-505,108,86,-21,204,400,208,1,294,-426,210,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3881,16411,9939,7372,1876,9074,7857,6414,2502,12789,9959,7901,3469,23355,14532,10576,3886,26306,29450,23887,
营业外收入(万元),762,1177,1470,1400,1404,2067,1450,940,431,2478,2254,1217,826,4913,3263,2056,783,4018,2125,1579,
营业外支出(万元),31,444,11,10,1,12,12,1,1,20,13,10,0,70,59,50,0,37,103,17,
非流动资产处置损失(万元),--,--,0,0,--,2,2,1,1,2,2,0,0,22,1,0,0,8,4,1,
利润总额(万元),4612,17143,11398,8762,3279,11130,9295,7353,2933,15247,12199,9108,4296,28197,17736,12582,4669,30288,31472,25449,
所得税费用(万元),1346,3247,1384,1112,458,2291,1085,448,283,2693,1810,1220,620,4543,4304,3297,883,4569,5346,5200,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3265,13897,10014,7650,2821,8838,8210,6904,2650,12554,10389,7889,3676,23653,13431,9285,3785,25719,26126,20248,
归属于母公司所有者的净利润(万元),3311,14467,10259,7735,2789,9590,8349,6895,2639,12634,10264,7857,3640,22843,12904,8885,3602,24803,25086,19002,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-46,-571,-245,-85,32,-752,-139,9,11,-80,125,31,36,811,527,400,183,915,1040,1246,
基本每股收益,0.05,0.23,0.16,0.12,0.04,0.15,0.13,0.19,0.08,0.42,0.34,0.28,0.14,0.96,0.54,0.37,0.15,1.04,1.05,0.89,
稀释每股收益,0.05,0.23,0.16,0.12,0.04,0.15,0.13,0.19,0.08,0.42,0.34,0.28,0.14,0.96,0.54,0.37,0.15,1.04,1.05,0.89,
