报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
营业总收入(万元),712935,2329362,1665327,1039337,497876,1561867,1089059,691801,324274,974996,703886,450111,219604,778591,560229,358215,174142,592584,440099,281338,134560,462224,338313,211653,99803,319545,224317,137769,63244,221338,43348,160173,114711,
营业收入(万元),712935,2329362,1665327,1039337,497876,1561867,1089059,691801,324274,974996,703886,450111,219604,778591,560229,358215,174142,592584,440099,281338,134560,462224,338313,211653,99803,319545,224317,137700,63244,221338,43348,160173,114711,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业总成本(万元),664590,2154976,1543577,955991,449628,1475958,1034919,662270,312134,944217,682503,436975,213463,755129,542650,347556,168740,573008,426619,273138,130459,447030,327648,205332,96613,308189,216938,133311,61247,212824,41831,153884,110747,
营业成本(万元),580760,1899799,1376321,861195,414898,1317139,928130,599321,285827,868034,632370,406695,201236,708052,512566,329153,161580,541668,404707,259583,124783,424533,312759,195750,92266,293369,206740,126887,58367,202963,39978,146409,104547,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业税金及附加(万元),1867,8817,5974,3780,1698,5681,3053,1942,1072,1510,1239,883,398,1296,860,502,241,987,659,432,181,665,522,342,175,476,348,199,76,361,91,236,175,
销售费用(万元),45445,150523,110949,69086,33366,93197,62031,36412,14071,40862,27332,15764,5019,23403,13913,7822,2691,13689,9744,5843,2075,9592,6878,4220,2022,6343,4342,2432,1190,3974,731,2900,2238,
管理费用(万元),28313,85732,54163,32927,14880,42551,29633,17656,7603,22528,14577,8628,4206,13191,9306,6160,2572,8947,6322,4057,1830,6464,4418,2823,1329,4783,3277,1874,954,3338,640,2745,2273,
财务费用(万元),6230,23484,11382,6028,2056,8422,6885,4579,2150,7449,5157,3709,1814,7675,5383,3590,1439,6622,4886,2985,1500,3694,2504,1631,822,2460,1877,1565,660,1867,390,1453,1317,
资产减值损失(万元),1975,-13380,-15213,-17026,-17270,8968,5187,2360,1411,3835,1828,1296,790,1511,622,329,217,1095,300,238,90,2083,567,567,--,759,354,354,0,321,0,141,198,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资收益(万元),139,512,-136,100,4,225,225,16,16,115,27,74,80,116,49,37,12,-46,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业利润(万元),48742,181027,121614,83447,48251,86134,54365,29547,12156,30894,21409,13209,6222,23577,17627,10696,5414,19531,13480,8200,4101,15194,10665,6321,3190,11355,7378,4458,1998,8514,1517,6289,3964,
营业外收入(万元),186,607,3238,1412,834,2329,1424,1177,41,1109,819,361,358,693,10,6,1,10,5,1,1,6,11,2,2,4,4,4,3,13,1,36,37,
营业外支出(万元),477,597,516,182,110,657,272,213,10,158,155,125,0,94,274,84,71,191,52,16,--,416,411,89,51,116,48,13,0,209,24,316,154,
非流动资产处置损失(万元),--,--,84,79,31,15,10,10,0,3,1,1,0,3,1,1,--,54,36,13,--,15,15,14,--,9,3,3,0,9,0,30,3,
利润总额(万元),48452,181037,124337,84676,48975,87807,55517,30511,12188,31846,22073,13445,6580,24176,17364,10618,5344,19350,13434,8185,4102,14784,10265,6235,3141,11244,7335,4449,2001,8318,1494,6009,3847,
所得税费用(万元),11712,44192,29434,19933,11945,20300,11804,6579,2812,7532,5157,3225,1496,6000,4418,2720,1356,4926,3423,2075,1035,3717,2562,1558,785,2841,1842,1117,500,2104,373,1528,929,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
净利润(万元),36740,136846,94904,64743,37030,67507,43712,23933,9376,24313,16916,10221,5084,18176,12945,7899,3988,14424,10010,6111,3067,11067,7703,4676,2356,8402,5492,3332,1501,6213,1120,4481,2918,
归属于母公司所有者的净利润(万元),28029,100821,72229,51412,29204,59076,37239,21720,8546,23594,16588,10328,5099,18099,12913,7894,3991,14355,9965,6077,3041,11065,7700,4674,2355,8406,5495,3332,1501,6211,1118,4476,2918,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
少数股东损益(万元),8711,36024,22675,13331,7826,8431,6473,2212,830,720,327,-108,-15,77,32,5,-3,69,46,34,26,2,2,3,1,-3,-2,--,0,2,2,5,0,
基本每股收益,0.19,0.67,0.48,0.34,0.45,1.01,0.66,0.39,0.15,0.44,0.31,0.4,0.22,0.83,0.59,0.73,0.37,1.49,1.06,0.65,0.32,1.18,0.82,0.5,0.25,1.03,0.71,0.48,0.21,0.89,0.16,0.71,0.55,
稀释每股收益,0.19,0.67,0.48,0.34,0.45,1.01,0.66,0.39,0.15,0.44,0.31,0.4,0.22,0.83,0.59,0.73,0.37,1.49,1.06,0.65,0.32,1.18,0.82,0.5,0.25,1.03,0.71,0.48,0.21,0.89,0.16,0.71,0.55,
