报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),100907,380448,255015,146945,66233,253586,179777,120321,55385,211775,151169,106013,56690,222016,156952,94249,43687,124475,87950,52266,23725,89614,66498,39120,16232,82722,62570,38068,15695,52586,24157,40513,43046,27357,
营业收入(万元),100907,380448,255015,146945,66233,253586,179777,120321,55385,211775,151169,106013,56690,222016,156952,94249,43687,124475,87950,52266,23725,89614,66498,39120,16232,82722,62570,38068,15695,52586,24157,40513,43046,27357,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业总成本(万元),98590,421457,251615,141518,63825,235549,165449,110498,51228,190959,137623,97206,52145,209656,147584,88267,41041,121076,84591,50018,21870,100225,64941,38148,15935,78064,57239,34229,14067,44727,20447,34003,37867,24139,
营业成本(万元),81263,352507,210765,118772,54259,200139,140354,95406,42907,159587,114471,84081,43536,175569,123212,73433,34124,102368,71444,42038,18976,82901,55974,31758,13823,66868,48953,29500,12228,39561,18065,30759,34378,22335,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业税金及附加(万元),454,2304,1392,844,259,1573,1078,774,368,1314,1143,915,398,470,434,313,165,263,81,22,4,79,37,30,13,246,79,35,3,44,22,79,54,13,
销售费用(万元),3043,9148,5431,3270,1586,7694,4987,3391,1608,7369,5141,3426,2225,9703,6835,4258,1786,5055,3238,1769,748,3413,2519,1640,644,2208,1568,994,407,1495,546,1056,889,490,
管理费用(万元),9117,37558,24082,13088,6080,20874,16174,9688,5862,19828,15339,8734,6417,17499,12840,7422,3138,8897,6448,4349,1392,9333,4076,2782,1050,5210,3919,2408,910,2220,866,1707,1758,698,
财务费用(万元),4290,15694,8884,5189,1616,3397,2315,754,398,1386,1124,760,-168,3429,2695,1700,1006,3394,2430,1775,715,2329,1680,1702,438,3024,1981,826,251,1064,859,345,806,266,
资产减值损失(万元),424,4246,1060,355,25,1872,541,485,85,1474,405,-711,-263,2986,1567,1141,822,1099,949,65,36,2169,655,236,-32,507,739,467,268,344,89,57,-18,337,
公允价值变动收益(万元),-181,784,306,-356,-49,234,331,436,72,121,-16,-16,--,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,-342,-342,342,0,0,
投资收益(万元),-627,1747,1543,1038,722,1883,1015,651,425,1434,1245,1094,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,78,78,407,19,0,
对联营企业和合营企业的投资收益(万元),--,-732,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业利润(万元),1811,-38629,5249,6109,3081,20153,15674,10911,4655,22372,14775,9885,4545,12388,9368,5982,2647,3398,3359,2248,1855,-10610,1557,972,297,4658,5331,3838,1628,7595,3445,7259,5198,3219,
营业外收入(万元),113,1911,1728,559,507,1469,1224,405,394,546,345,291,17,505,291,110,69,316,183,64,45,303,199,138,34,764,26,9,5,30,21,741,18,21,
营业外支出(万元),1,574,442,416,293,602,342,342,270,752,223,183,52,576,459,42,14,75,51,41,3,52,35,27,13,219,205,205,0,0,0,75,30,13,
非流动资产处置损失(万元),--,--,357,337,290,291,300,300,256,191,66,55,24,546,434,19,8,11,--,8,--,27,--,--,--,--,--,--,0,0,0,75,14,8,
利润总额(万元),1924,-37291,6535,6251,3295,21020,16555,10974,4779,22166,14897,9993,4511,12317,9200,6049,2703,3640,3490,2271,1898,-10359,1721,1083,318,5203,5152,3642,1633,7625,3467,7925,5186,3226,
