报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),281152,184288,87690,408421,267433,162786,71322,417835,350826,346104,307928,
营业收入(万元),281152,184288,87690,408421,267433,162786,71322,417835,350826,346104,307928,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),252813,164355,75525,373993,243794,147901,61492,381619,314713,314793,277718,
营业成本(万元),223409,146070,66964,326829,214258,128791,53009,337256,269881,273527,241433,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),351,217,106,324,43,38,23,135,166,192,64,
销售费用(万元),9689,6176,2975,14417,9748,6247,2887,13723,13303,13080,10395,
管理费用(万元),19504,11986,5453,30891,18985,12250,5627,27875,28549,24198,23619,
财务费用(万元),-306,-340,28,1331,1038,674,411,2304,2554,3483,2073,
资产减值损失(万元),166,246,-1,201,-279,-99,-466,326,261,312,135,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),41,--,--,--,--,--,--,-0,42,24,-237,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),37183,25837,12165,34428,23640,14885,9830,36217,36154,31336,29973,
营业外收入(万元),2486,1598,1811,17506,10994,8786,1508,14458,14085,12158,12068,
营业外支出(万元),144,111,38,326,34,13,0,169,174,180,509,
非流动资产处置损失(万元),46,41,--,24,1,1,--,28,58,66,323,
利润总额(万元),39526,27324,13938,51608,34600,23657,11338,50505,50066,43314,41531,
所得税费用(万元),591,407,126,705,454,349,69,1397,845,964,774,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),38934,26918,13812,50903,34145,23308,11268,49109,49221,42350,40758,
归属于母公司所有者的净利润(万元),38716,26705,13725,50501,34031,23288,11226,48760,48910,41906,40368,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),218,213,86,402,114,21,43,349,311,444,390,
基本每股收益,0.42,0.32,0.17,0.63,0.43,0.29,0.14,0.61,0.61,0.52,0.5,
稀释每股收益,0.42,0.32,--,0.63,0.43,0.29,--,0.61,0.61,0.52,0.5,
