报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),144029,65656,217690,104791,62263,26202,107898,59287,39138,17153,53611,27859,19232,8538,30654,11799,10204,1039,17476,15376,14302,
营业收入(万元),144029,65656,217690,104791,62263,26202,107898,59287,39138,17153,53611,27859,19232,8538,30654,11799,10204,1039,17476,15376,14302,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),111085,47055,167691,82278,45307,17867,81466,47271,30038,12555,40900,22675,15020,5939,23251,9577,7570,1252,13256,10531,9685,
营业成本(万元),88117,38002,128127,60776,34491,14427,61982,34266,23095,9865,30533,16424,11573,4842,17324,6417,5575,568,9679,7313,6963,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),938,315,2022,1503,681,169,1138,784,521,99,602,491,171,71,192,79,64,1,158,132,145,
销售费用(万元),3801,1561,8410,3712,1638,223,3064,1621,845,255,1677,911,540,155,1045,538,325,109,596,395,187,
管理费用(万元),16477,7065,25118,15322,8272,3252,14228,9938,4918,2140,7813,5081,2836,1027,3866,2530,1512,659,2488,2288,2343,
财务费用(万元),-2,-197,-581,-179,-89,-31,-356,-233,-160,-70,-305,-231,-86,-25,-20,-3,4,1,59,59,19,
资产减值损失(万元),1754,309,4596,1144,313,-172,1410,895,819,266,582,-2,-14,-132,844,15,90,-86,276,345,30,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),357,220,905,610,289,146,518,462,377,189,343,143,72,23,83,49,31,14,9,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,-25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
