报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),31117,160029,112100,69655,27663,113155,76677,48646,20206,84441,54868,36121,15255,68002,51696,32504,11387,55229,39576,23996,7740,42383,29891,17273,5227,51884,38310,26754,50939,41435,31305,
营业收入(万元),31117,160029,112100,69655,27663,113155,76677,48646,20206,84441,54868,36121,15255,68002,51696,32504,11387,55229,39576,23996,7740,42383,29891,17273,5227,51884,38310,26754,50939,41435,31305,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),27578,148890,97483,57316,22132,98912,62984,39668,16143,71900,43364,28039,12067,56133,40207,25209,8857,45186,30508,18919,5913,34270,22302,12401,3615,41490,28955,20167,38197,31513,25807,
营业成本(万元),21369,108274,75525,45699,18102,74420,49009,31160,13258,56763,34696,22852,10050,44651,33518,20668,7130,37070,26638,16284,5202,28755,19835,11472,3380,34732,25345,17782,33830,29155,22679,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),475,2869,1972,1314,415,2528,1153,761,347,1504,977,665,310,1113,850,505,196,986,701,397,133,592,407,229,68,647,431,269,455,139,62,
销售费用(万元),3488,21799,14241,7017,2080,14911,7479,4166,1233,8735,4832,2647,871,5392,2549,1869,868,4614,2729,1823,570,3898,1758,565,246,3540,1384,1027,2492,1633,1843,
管理费用(万元),2175,9750,6055,3587,1647,6758,5402,3570,1369,4307,2948,2012,914,5224,3505,2332,742,3620,2281,1466,573,3427,2188,1417,595,2575,1709,1064,1640,670,827,
财务费用(万元),91,325,-122,-31,28,-38,-29,25,68,-208,-158,-121,-52,-279,-214,-162,-51,-1045,-1758,-943,-558,-2499,-1892,-1286,-674,-67,85,26,-230,-83,392,
资产减值损失(万元),-21,5874,-190,-270,-140,333,-29,-13,-131,799,70,-17,-26,31,-1,-3,-28,-59,-84,-108,-6,97,6,3,--,64,2,0,11,-1,5,
公允价值变动收益(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),661,1281,1008,648,196,6923,2536,1368,740,3457,2204,1618,804,3726,2568,1170,426,999,--,--,--,--,--,--,--,--,--,--,8,81,135,
对联营企业和合营企业的投资收益(万元),-6,310,500,322,--,1270,1905,--,--,816,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4201,13171,15872,13042,5728,21166,16229,10345,4803,15998,13709,9700,3992,15595,14057,8465,2957,11042,9068,5077,1827,8113,7589,4872,1612,10393,9355,6587,12749,10003,5633,
营业外收入(万元),72,431,33,14,4,2035,1122,1068,4,47,34,23,5,59,51,44,27,16,16,10,9,529,526,505,505,33,20,12,47,2,0,
营业外支出(万元),12,211,14,8,--,130,97,17,92,73,69,24,1,129,126,124,1,27,23,7,1,69,4,1,--,100,53,38,1046,3,21,
非流动资产处置损失(万元),--,--,--,--,--,34,--,3,--,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),4261,13391,15892,13048,5731,23071,17255,11397,4715,15972,13673,9698,3996,15524,13983,8385,2982,11031,9061,5080,1835,8573,8111,5377,2117,10326,9323,6560,11750,10002,5613,
