报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
营业总收入(万元),85397,318608,233203,149936,67538,256655,187960,120719,56809,212094,158399,103432,49159,228609,173240,112347,55057,214853,162767,103941,49473,195051,145627,93732,48431,235565,182781,122523,58987,165474,115963,65553,26546,97243,70517,43784,20523,105804,84084,53174,23231,86611,63532,40602,71841,53653,70576,43820,
营业收入(万元),85397,318608,233203,149936,67538,256655,187960,120719,56809,212094,158399,103432,49159,228609,173240,112347,55057,214853,162767,103941,49473,195051,145627,93732,48431,235565,182781,122523,58987,165474,115963,65553,26546,97243,70517,43784,20523,105804,84084,53174,23231,86611,63532,40602,71841,53653,70576,43820,
利息收入(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,
已赚保费(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,
手续费及佣金收入(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,
营业总成本(万元),76445,285527,206715,132557,60924,228817,163117,104619,49303,191256,140315,91301,43539,212651,158958,102557,51568,205589,155239,99507,47066,186471,137413,88586,43875,214524,163936,109384,51729,149584,106184,60854,24040,81862,59328,37003,18354,95688,76649,48358,21198,77763,57014,36204,63780,47637,65307,40689,
营业成本(万元),67231,246532,180187,115126,53088,195821,142129,91503,43035,165220,123755,80794,38250,183205,139869,89851,45000,182103,139809,89461,42100,166473,123145,78047,39544,197542,151724,101397,48934,137978,98332,55506,21285,73370,53856,32955,15684,85944,69269,44566,19613,71099,51949,32945,56745,43065,58327,35829,
利息支出(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,--,0,0,0,
