报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,
营业总收入(万元),129720,96500,61386,25855,123922,91444,57381,23691,110074,80927,49734,18531,103243,75202,46509,18578,94991,68942,43330,16889,87781,62798,39785,77399,64902,
营业收入(万元),129720,96500,61386,25855,123922,91444,57381,23691,110074,80927,49734,18531,103243,75202,46509,18578,94991,68942,43330,16889,87781,62798,39785,77399,64902,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),123487,88653,56204,24492,110923,79704,51096,22102,97570,69694,43898,17891,91560,65322,40707,17043,84865,60795,38216,15502,78930,55485,35120,69307,58674,
营业成本(万元),88403,64972,40776,17555,79880,58811,37454,15957,69269,49982,31689,13270,66054,47769,30247,13036,64945,47121,30014,11930,61313,43143,27215,53298,46004,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),956,235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),810,618,423,221,1092,855,460,187,1048,657,399,137,775,592,360,143,583,406,280,97,502,386,258,464,337,
销售费用(万元),24741,17431,11333,4764,23164,15755,10428,4679,21204,14708,9021,3456,19723,13529,8110,3032,14613,10103,5948,2538,12925,9040,5760,11891,9391,
管理费用(万元),7604,4845,3321,1707,6494,4170,2722,1277,5864,4251,2690,987,5249,3722,2282,993,4459,2931,1805,890,3900,2679,1680,3289,2619,
财务费用(万元),673,466,262,89,47,-16,-19,-15,-61,-37,-17,-2,-412,-377,-338,-175,227,200,142,42,247,222,199,375,346,
资产减值损失(万元),300,87,89,156,246,130,52,17,246,133,117,43,171,89,46,14,38,33,27,5,44,14,9,-11,-24,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),117,117,117,0,47,96,96,21,328,268,212,152,601,332,117,--,--,--,--,--,--,--,--,--,12,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
