报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,
营业总收入(万元),5918,34354,21898,15994,7141,31741,22580,16386,9343,29472,22579,16025,8808,20312,14423,9397,5585,25600,22644,17490,9648,36342,26645,19790,9525,34351,25619,16278,8455,31162,21399,12835,6643,27409,18859,12558,5166,23657,15832,10900,4314,20791,13401,7239,3464,28731,20027,11969,
营业收入(万元),5918,34354,21898,15994,7141,31741,22580,16386,9343,29472,22579,16025,8808,20312,14423,9397,5585,25600,22644,17490,9648,36342,26645,19790,9525,34351,25619,16278,8455,31162,21399,12835,6643,27409,18859,12558,5166,23657,15832,10900,4314,20791,13401,7239,3464,28731,20027,11969,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,--,--,
营业总成本(万元),5466,32909,20432,14521,6204,30040,20935,14837,7797,26835,19246,14694,7621,27842,14249,9339,5380,38447,22033,15293,7678,30188,20317,14183,7419,27965,21955,14536,7090,25779,18582,12511,6741,35034,19293,12548,4804,21890,14314,9817,4360,17448,11993,6606,3647,28452,19612,12269,
营业成本(万元),3069,15074,9693,7327,3270,15056,10867,7796,4313,13196,9859,7102,4069,9823,6856,4670,2835,12548,10881,8188,4415,17795,13604,10485,4286,15025,11309,7213,3563,13371,10022,6287,3142,13101,9116,5954,2494,11589,8028,5209,2196,10115,13461,3753,1923,18278,12980,7483,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,--,--,
